player_id,name,web_name,club,position,price,status,chance_of_playing
603,Jayden Lienou,Lienou,Leeds,DEF,4.0,a,100
604,Alfie Cresswell,Cresswell,Leeds,MID,4.5,a,100
350,Alisson Becker,A.Becker,Liverpool,GK,5.5,a,100
351,Giorgi Mamardashvili,Mamardashvili,Liverpool,GK,5.0,a,100
352,Freddie Woodman,Woodman,Liverpool,GK,4.0,a,100
353,Armin Pecsi,Pecsi,Liverpool,GK,4.0,u,0
354,Vitezslav Jaros,Jaros,Liverpool,GK,4.0,i,0
355,Harvey Davies,Davies,Liverpool,GK,4.0,a,100
356,Virgil van Dijk,Virgil,Liverpool,DEF,6.5,a,100
357,Jeremie Frimpong,Frimpong,Liverpool,DEF,5.5,a,100
358,Milos Kerkez,Kerkez,Liverpool,DEF,5.5,a,100
359,Joe Gomez,Gomez,Liverpool,DEF,5.0,i,0
360,Conor Bradley,Bradley,Liverpool,DEF,5.0,i,0
361,Wellity Lucky,Lucky,Liverpool,DEF,4.0,a,100
362,Jeremy Jacquet,Jacquet,Liverpool,DEF,5.0,a,100
363,Giovanni Leoni,Leoni,Liverpool,DEF,4.0,i,0
364,Kostas Tsimikas,Tsimikas,Liverpool,DEF,5.0,a,100
365,Calvin Ramsay,Ramsay,Liverpool,DEF,4.0,u,0
366,Florian Wirtz,Wirtz,Liverpool,MID,7.5,a,100
367,Cody Gakpo,Gakpo,Liverpool,MID,7.0,a,100
368,Dominik Szoboszlai,Szoboszlai,Liverpool,MID,7.0,a,100
369,Rio Ngumoha,Ngumoha,Liverpool,MID,6.0,a,100
370,Federico Chiesa,Chiesa,Liverpool,MID,5.5,i,0
371,Ryan Gravenberch,Gravenberch,Liverpool,MID,6.0,a,100
372,Alexis Mac Allister,Mac Allister,Liverpool,MID,5.5,a,100
373,Curtis Jones,C.Jones,Liverpool,MID,5.5,d,75
374,Endo Wataru,Endo,Liverpool,MID,5.0,a,100
375,Trey Nyoni,Nyoni,Liverpool,MID,5.0,a,100
376,Stefan Bajčetić Maquieira,Bajcetic,Liverpool,MID,5.0,i,0
377,Victor Munoz,Munoz,Liverpool,MID,6.5,a,100
378,James McConnell,McConnell,Liverpool,MID,4.5,a,100
379,Alexander Isak,Isak,Liverpool,FWD,9.0,a,100
380,Hugo Ekitiké,Ekitiké,Liverpool,FWD,7.5,i,0
381,Lewis Koumas,Koumas,Liverpool,MID,5.0,a,100
382,Jayden Danns,Danns,Liverpool,FWD,4.5,i,0
383,Harvey Elliott,Elliott,Liverpool,MID,5.5,a,100
579,Ronald Araujo,Araujo,Liverpool,DEF,5.5,a,100
238,Jack Grealish,Grealish,Man City,MID,6.5,a,100
384,Gianluigi Donnarumma,Donnarumma,Man City,GK,5.5,a,100
386,Marcus Bettinelli,Bettinelli,Man City,GK,4.5,a,100
387,Nico O'Reilly,O'Reilly,Man City,DEF,6.5,a,100
388,Marc Guéhi,Guéhi,Man City,DEF,6.0,a,100
389,Matheus Nunes,Matheus N.,Man City,DEF,6.0,d,75
390,Rúben dos Santos Gato Alves Dias,Rúben,Man City,DEF,5.5,a,100
391,Joško Gvardiol,Gvardiol,Man City,DEF,5.5,a,100
392,Rayan Aït-Nouri,Aït-Nouri,Man City,DEF,5.5,a,100
393,Abdukodir Khusanov,Khusanov,Man City,DEF,5.5,a,100
394,Max Alleyne,Alleyne,Man City,DEF,5.0,u,0
395,Rico Lewis,Lewis,Man City,DEF,4.5,a,100
396,Vitor de Oliveira Nunes dos Reis,Vitor Reis,Man City,DEF,4.5,a,100
397,Antoine Semenyo,Semenyo,Man City,MID,8.5,a,100
398,Phil Foden,Foden,Man City,MID,7.0,a,100
399,Rayan Cherki,Cherki,Man City,MID,7.5,a,100
400,Jérémy Doku,Doku,Man City,MID,7.5,i,0
402,Rodrigo 'Rodri' Hernandez Cascante,Rodrigo,Man City,MID,6.5,u,0
404,Tijjani Reijnders,Reijnders,Man City,MID,6.0,u,0
406,Mateo Kovačić,Kovačić,Man City,MID,5.5,a,100
407,Claudio Echeverri,Echeverri,Man City,MID,5.0,a,100
408,Kalvin Phillips,Phillips,Man City,MID,5.0,u,0
409,Divine Mukasa,Mukasa,Man City,MID,4.5,a,100
410,Jeremy Monga,Monga,Man City,MID,5.0,a,100
411,Erling Haaland,Haaland,Man City,FWD,15.5,a,100
481,Elliot Anderson,Anderson,Man City,MID,6.4,a,100
587,Gerónimo Rulli,Rulli,Man City,GK,5.0,a,100
616,Ayyoub Bouaddi,Bouaddi,Man City,MID,5.5,a,100
43,Youri Tielemans,Tielemans,Man Utd,MID,6.0,a,100
131,Carlos Baleba,Baleba,Man Utd,MID,5.0,i,0
162,Andrey Nascimento dos Santos,Andrey Santos,Man Utd,MID,5.0,a,100
325,Karl Darlow,Darlow,Man Utd,GK,4.5,a,100
412,Senne Lammens,Lammens,Man Utd,GK,5.0,a,100
413,Altay Bayındır,Bayindir,Man Utd,GK,4.5,u,0
414,Tom Heaton,Heaton,Man Utd,GK,4.0,i,0
415,Patrick Dorgu,Dorgu,Man Utd,MID,6.0,a,100
416,Matthijs de Ligt,De Ligt,Man Utd,DEF,5.0,i,0
417,Diogo Dalot Teixeira,Dalot,Man Utd,DEF,5.0,a,100
418,Harry Maguire,Maguire,Man Utd,DEF,5.0,a,100
419,Lisandro Martínez,Martinez,Man Utd,DEF,5.0,a,100
420,Leny Yoro,Yoro,Man Utd,DEF,5.0,a,100
421,Ayden Heaven,Heaven,Man Utd,DEF,4.5,a,100
422,Noussair Mazraoui,Mazraoui,Man Utd,DEF,4.5,a,100
423,Luke Shaw,Shaw,Man Utd,DEF,4.5,a,100
424,Harry Amass,Amass,Man Utd,DEF,4.0,a,100
425,Tyler Fredricson,Fredricson,Man Utd,DEF,4.0,u,0
426,Bruno Borges Fernandes,B.Fernandes,Man Utd,MID,12.0,a,100
427,Bryan Mbeumo,Mbeumo,Man Utd,MID,8.0,a,100
428,Matheus Santos Carneiro da Cunha,Cunha,Man Utd,MID,8.0,a,100
429,Marcus Rashford,Rashford,Man Utd,MID,7.0,a,100
430,Mason Mount,Mount,Man Utd,MID,5.5,d,75
431,Amad Diallo,Amad,Man Utd,MID,5.9,i,0
432,Kobbie Mainoo,Mainoo,Man Utd,MID,5.5,a,100
433,Manuel Ugarte Ribeiro,Ugarte,Man Utd,MID,5.0,i,0
434,Jack Fletcher,J.Fletcher,Man Utd,MID,5.0,a,100
435,Shea Lacey,Lacey,Man Utd,MID,5.0,a,100
436,Toby Collyer,Collyer,Man Utd,MID,5.0,a,100
437,Bendito Mantato,Bendito Mantato,Man Utd,MID,4.5,a,100
438,Tyler Fletcher,Fletcher,Man Utd,MID,4.5,a,100
439,Benjamin Sesko,Šeško,Man Utd,FWD,7.0,a,100
440,Joshua Zirkzee,Zirkzee,Man Utd,FWD,5.5,a,100
441,Chido Obi,Obi,Man Utd,FWD,4.5,a,100
405,Nico González Iglesias,N.Gonzalez,Newcastle,MID,5.5,a,100
442,Nick Pope,Pope,Newcastle,GK,5.0,a,100
443,Mark Gillespie,Gillespie,Newcastle,GK,4.5,a,100
444,Ewen Jaouen,Jaouen,Newcastle,GK,4.5,a,100
445,Malick Thiaw,Thiaw,Newcastle,DEF,5.0,a,100
446,Fabian Schär,Schär,Newcastle,DEF,5.0,a,100
447,Sven Botman,Botman,Newcastle,DEF,5.0,a,100
448,Dan Burn,Burn,Newcastle,DEF,5.0,i,0
449,Lewis Hall,Hall,Newcastle,DEF,5.0,a,100
450,Tino Livramento,Livramento,Newcastle,DEF,5.0,i,0
451,Alex Murphy,A.Murphy,Newcastle,DEF,4.0,u,0
453,Harvey Barnes,Barnes,Newcastle,MID,6.0,a,100
454,Anthony Elanga,Elanga,Newcastle,MID,6.0,a,100
456,Jacob Ramsey,J.Ramsey,Newcastle,MID,5.0,a,100
457,Jacob Murphy,J.Murphy,Newcastle,MID,6.0,a,100
458,Joelinton Cássio Apolinário de Lira,Joelinton,Newcastle,MID,5.5,i,0
459,Lewis Miley,L.Miley,Newcastle,MID,5.5,a,100
460,Joe Willock,Willock,Newcastle,MID,5.0,a,100
461,Bazoumana Touré,Touré,Newcastle,MID,6.0,a,100
462,Sean Steur,Steur,Newcastle,MID,5.0,a,100
463,Nick Woltemade,Woltemade,Newcastle,FWD,6.0,a,100
464,Yoane Wissa,Wissa,Newcastle,FWD,6.0,a,100
465,William Osula,Osula,Newcastle,FWD,6.0,i,0
466,Sean Neave,Neave,Newcastle,FWD,4.5,a,100
559,Aladji Bamba,Bamba,Newcastle,MID,5.0,a,100
567,Lukás Hornícek,Horníček,Newcastle,GK,5.0,a,100
593,Amar Dedic,Dedić,Newcastle,DEF,4.5,a,100
609,Leo Shahar,Shahar,Newcastle,DEF,4.0,a,100
167,Liam Delap,Delap,Nott'm Forest,FWD,5.5,a,100
467,Matz Sels,Sels,Nott'm Forest,GK,5.0,a,100
468,John Victor Maciel Furtado,John,Nott'm Forest,GK,4.5,a,100
469,Neco Williams,N.Williams,Nott'm Forest,DEF,5.0,a,100
470,Felipe Rodrigues da Silva,Morato,Nott'm Forest,DEF,5.0,a,100
471,Nikola Milenković,Milenković,Nott'm Forest,DEF,5.5,a,100
472,Murillo Costa dos Santos,Murillo,Nott'm Forest,DEF,5.5,a,100
473,Ola Aina,Aina,Nott'm Forest,DEF,4.5,a,100
474,Jair Paula da Cunha Filho,Jair Cunha,Nott'm Forest,DEF,4.5,a,100
475,Nicolò Savona,Savona,Nott'm Forest,DEF,4.5,i,0
476,Omar Richards,O.Richards,Nott'm Forest,DEF,4.0,a,100
477,Zach Abbott,Abbott,Nott'm Forest,DEF,4.0,a,100
478,Luca Netz,Netz,Nott'm Forest,DEF,4.5,a,100
479,Tyler Bindon,Bindon,Nott'm Forest,DEF,4.0,a,100
480,Morgan Gibbs-White,Gibbs-White,Nott'm Forest,MID,8.0,a,100
482,Callum Hudson-Odoi,Hudson-Odoi,Nott'm Forest,MID,6.0,a,100
483,Dan Ndoye,Ndoye,Nott'm Forest,MID,5.5,a,100
484,Omari Hutchinson,Hutchinson,Nott'm Forest,MID,5.5,a,100
485,Dilane Bakwa,Bakwa,Nott'm Forest,MID,5.5,u,0
486,James McAtee,McAtee,Nott'm Forest,MID,5.5,a,100
487,Nicolás Domínguez,Dominguez,Nott'm Forest,MID,5.0,a,100
488,Ibrahim Sangaré,I.Sangaré,Nott'm Forest,MID,5.0,i,0
489,Ryan Yates,Yates,Nott'm Forest,MID,4.5,a,100
490,Chris Wood,Wood,Nott'm Forest,FWD,6.0,a,100
491,Igor Jesus Maciel da Cruz,Igor Jesus,Nott'm Forest,FWD,6.0,a,100
493,Arnaud Kalimuendo,Kalimuendo,Nott'm Forest,FWD,5.5,a,100
558,Xaver Schlager,Schlager,Nott'm Forest,MID,5.0,a,100
581,Ousmane Diomande,Diomande,Nott'm Forest,DEF,5.5,a,100
590,Steven Benda,Benda,Nott'm Forest,GK,4.5,a,100
112,Jan Paul van Hecke,Van Hecke,Spurs,DEF,5.0,a,100
401,Omar Marmoush,Marmoush,Spurs,FWD,7.0,a,100
403,Sávio Moreira de Oliveira,Sávio,Spurs,MID,6.5,a,100
455,Sandro Tonali,Tonali,Spurs,MID,5.5,a,100
494,Guglielmo Vicario,Vicario,Spurs,GK,4.5,u,0
495,Brandon Austin,Austin,Spurs,GK,4.0,a,100
496,Antonín Kinský,Kinsky,Spurs,GK,4.5,a,100
497,Martin Dubravka,Dubravka,Spurs,GK,4.0,a,100
498,Marcos Senesi Barón,Senesi,Spurs,DEF,6.0,a,100
499,Pedro Porro Sauceda,Pedro Porro,Spurs,DEF,5.5,a,100
500,Cristian Romero,Romero,Spurs,DEF,5.0,u,0
501,Kevin Danso,Danso,Spurs,DEF,5.0,a,100
502,Andrew Robertson,Robertson,Spurs,DEF,4.5,a,100
503,Micky van de Ven,Van de Ven,Spurs,DEF,5.0,a,100
505,Djed Spence,Spence,Spurs,DEF,4.5,u,0
506,Destiny Udogie,Udogie,Spurs,DEF,4.5,a,100
507,Ashley Phillips,Phillips,Spurs,DEF,4.5,u,0
508,Ben Davies,Davies,Spurs,DEF,4.0,a,100
509,Jun'ai Byfield,Byfield,Spurs,DEF,4.0,a,100
510,James Rowswell,Rowswell,Spurs,DEF,4.0,a,100
511,João Victor de Souza Menezes,Souza,Spurs,DEF,4.0,a,100
512,Mohammed Kudus,Kudus,Spurs,MID,6.5,d,75
513,Xavi Simons,Xavi,Spurs,MID,6.0,i,0
514,Mathys Tel,Tel,Spurs,MID,6.0,a,100
515,James Maddison,Maddison,Spurs,MID,6.5,d,75
516,Rodrigo Bentancur,Bentancur,Spurs,MID,5.5,a,100
517,Wilson Odobert,Odobert,Spurs,MID,5.5,i,0
518,Pape Matar Sarr,P.M.Sarr,Spurs,MID,4.9,i,0
519,Conor Gallagher,Gallagher,Spurs,MID,5.5,a,100
520,Lucas Bergvall,Bergvall,Spurs,MID,5.5,a,100
521,Dejan Kulusevski,Kulusevski,Spurs,MID,6.5,i,0
522,Archie Gray,Gray,Spurs,MID,5.0,a,100
523,Mikey Moore,Moore,Spurs,MID,5.0,a,100
524,Callum Olusesi,Olusesi,Spurs,MID,4.5,a,100
525,Mateus Fernandes,Fernandes,Spurs,MID,6.0,a,100
526,Dominic Solanke-Mitchell,Solanke,Spurs,FWD,6.0,a,100
527,Richarlison de Andrade,Richarlison,Spurs,FWD,6.0,a,100
528,Dane Scarlett,Scarlett,Spurs,FWD,4.5,a,100
601,Luca Williams-Barnett,Williams-Barnett,Spurs,MID,4.5,a,100
529,Robin Roefs,Roefs,Sunderland,GK,5.0,a,100
530,Anthony Patterson,Patterson,Sunderland,GK,4.0,u,0
531,Melker Ellborg,Ellborg,Sunderland,GK,4.5,a,100
532,Daniel Ballard,Ballard,Sunderland,DEF,5.0,a,100
533,Nordi Mukiele,Mukiele,Sunderland,DEF,5.5,a,100
534,Trai Hume,Hume,Sunderland,DEF,4.5,a,100
535,Omar Alderete,Alderete,Sunderland,DEF,5.0,a,100
536,Reinildo Mandava,Reinildo,Sunderland,DEF,4.5,a,100
537,Jenson Seelt,Seelt,Sunderland,DEF,4.5,a,100
538,Leo Fuhr Hjelde,Hjelde,Sunderland,DEF,4.0,u,0
539,Luke O'Nien,O'Nien,Sunderland,DEF,4.0,a,100
540,Arthur Masuaku,Masuaku,Sunderland,DEF,4.0,u,0
541,Thomas Meunier,Meunier,Sunderland,DEF,4.5,a,100
542,Enzo Le Fée,E.Le Fée,Sunderland,MID,6.0,a,100
543,Habib Diarra,Diarra,Sunderland,MID,5.5,a,100
544,Granit Xhaka,Xhaka,Sunderland,MID,5.5,a,100
545,Noah Sadiki,Sadiki,Sunderland,MID,5.0,a,100
546,Simon Adingra,Adingra,Sunderland,MID,5.0,i,0
547,Romaine Mundle,Mundle,Sunderland,MID,5.0,a,100
548,Chris Rigg,Rigg,Sunderland,MID,5.0,a,100
549,Chemsdine Talbi,Talbi,Sunderland,MID,5.5,a,100
550,Djiamgone Jocelin Ta Bi,Jocelin.T,Sunderland,MID,5.0,a,100
551,Nilson Angulo,Angulo,Sunderland,MID,5.0,a,100
552,Brian Brobbey,Brobbey,Sunderland,FWD,6.0,a,100
553,Wilson Isidor,Isidor,Sunderland,FWD,5.5,a,100
612,Dayann Méthalie,Methalie,Sunderland,DEF,4.5,s,0
613,Jules Ahoka,Ahoka,Sunderland,MID,4.5,a,100
