fpl_player_name,fpl_web_name,fpl_team_id,match_status,matched_fc26_name
Cameron Humphreys,Humphreys,10,MATCHED,Cameron Humphreys
Omari Giraud-Hutchinson,Hutchinson,10,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Ben Johnson,Johnson,10,MATCHED,Ben Johnson
Freddie Ladapo,Ladapo,10,MATCHED,Freddie Ladapo
Massimo Luongo,Luongo,10,MATCHED,Massimo Luongo
Sam Morsy,Morsy,10,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Corrie Ndaba,Ndaba,10,MATCHED,Corrie Ndaba
Cieran Slicker,Slicker,10,MATCHED,Cieran Slicker
Jack Taylor,Taylor,10,MATCHED,Jack Taylor
Axel Tuanzebe,Tuanzebe,10,MATCHED,Axel Tuanzebe
Christian Walton,Walton,10,MATCHED,Christian Walton
Luke Woolfenden,Woolfenden,10,MATCHED,Luke Woolfenden
Kalvin Phillips,Phillips,10,MATCHED,Kalvin Phillips
Arijanet Muric,Muric,10,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Jaden Philogene,Jaden,10,MATCHED,Jaden Philogene
Conor Townsend,Townsend,10,MATCHED,Conor Townsend
Sam Szmodics,Szmodics,10,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Jens Cajuste,Cajuste,10,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Dara O'Shea,O'Shea,10,MATCHED,Dara O'Shea
Jack Clarke,J.Clarke,10,MATCHED,Jack Clarke
Chiedozie Ogbene,Ogbene,10,MATCHED,Chiedozie Ogbene
Ben Godfrey,Godfrey,10,MATCHED,Ben Godfrey
Kieran McKenna,McKenna,10,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Alex Palmer,Palmer,10,MATCHED,Alex Palmer
Somto Boniface,Boniface,10,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Tom Taylor,Tom Taylor,10,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Facundo Buonanotte,Buonanotte,11,MATCHED,Facundo Buonanotte
Jordan Ayew,J.Ayew,11,MATCHED,Jordan Ayew
Odsonne Edouard,Edouard,11,MATCHED,Odsonne Edouard
Boubakary Soumaré,B.Soumaré,11,MATCHED,Boubakary Soumaré
Tom Cannon,Cannon,11,MATCHED,Tom Cannon
Hamza Choudhury,Choudhury,11,MATCHED,Hamza Choudhury
Conor Coady,Coady,11,MATCHED,Conor Coady
Patson Daka,Daka,11,MATCHED,Patson Daka
Bobby De Cordova-Reid,De Cordova-Reid,11,MATCHED,Bobby De Cordova-Reid
Wout Faes,Faes,11,MATCHED,Wout Faes
Michael Golding,Golding,11,MATCHED,Michael Golding
Mads Hermansen,Hermansen,11,MATCHED,Mads Hermansen
Daniel Iversen,Iversen,11,MATCHED,Daniel Iversen
James Justin,Justin,11,MATCHED,James Justin
Victor Kristiansen,Kristiansen,11,MATCHED,Victor Kristiansen
Wanya Marçal-Madivádua,Marcal,11,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Stephy Mavididi,Mavididi,11,MATCHED,Stephy Mavididi
Kasey McAteer,McAteer,11,MATCHED,Kasey McAteer
Wilfred Ndidi,Ndidi,11,MATCHED,Wilfred Ndidi
Caleb Okoli,Okoli,11,MATCHED,Caleb Okoli
Ricardo Barbosa Pereira,Ricardo,11,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Harry Souttar,Souttar,11,MATCHED,Harry Souttar
Jakub Stolarczyk,Stolarczyk,11,MATCHED,Jakub Stolarczyk
Luke Thomas,Thomas,11,MATCHED,Luke Thomas
Jamie Vardy,Vardy,11,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Jannik Vestergaard,Vestergaard,11,MATCHED,Jannik Vestergaard
Danny Ward,Ward,11,MATCHED,Danny Ward
Harry Winks,Winks,11,MATCHED,Harry Winks
Oliver Skipp,Skipp,11,MATCHED,Oliver Skipp
Abdul Fatawu,A.Fatawu,11,MATCHED,Abdul Fatawu
Will Alves,Alves,11,MATCHED,Will Alves
Ben Nelson,Nelson,11,MATCHED,Ben Nelson
Bilal El Khannouss,El Khannouss,11,MATCHED,Bilal El Khannouss
Henry Cartwright,Cartwright,11,MATCHED,Henry Cartwright
Thomas Wilson-Brown,Wilson-Brown,11,MATCHED,Thomas Wilson-Brown
Woyo Coulibaly,Coulibaly,11,MATCHED,Woyo Coulibaly
Ruud van Nistelrooij,Van Nistelrooy,11,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Jeremy Monga,Monga,11,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Olabade Aluko,Olabade Aluko,11,MATCHED,Olabade Aluko
Jake Evans,Jake Evans,11,MATCHED,Jake Evans
Sammy Braybrooke,Braybrooke,11,MATCHED,Sammy Braybrooke
Alisson Ramses Becker,A.Becker,12,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Trent Alexander-Arnold,Alexander-Arnold,12,MATCHED,Trent Alexander-Arnold
Stefan Bajčetić Maquieira,Bajcetic,12,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Conor Bradley,Bradley,12,MATCHED,Conor Bradley
Bobby Clark,Clark,12,MATCHED,Bobby Clark
Darwin Núñez Ribeiro,Darwin,12,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Diogo Teixeira da Silva,Diogo J.,12,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Ben Doak,Doak,12,MATCHED,Ben Doak
Harvey Elliott,Elliott,12,MATCHED,Harvey Elliott
Endo Wataru,Endo,12,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Cody Gakpo,Gakpo,12,MATCHED,Cody Gakpo
Joe Gomez,Gomez,12,MATCHED,Joe Gomez
Ryan Gravenberch,Gravenberch,12,MATCHED,Ryan Gravenberch
Curtis Jones,Jones,12,MATCHED,Curtis Jones
Caoimhin Kelleher,Kelleher,12,MATCHED,Caoimhin Kelleher
Ibrahima Konaté,Konaté,12,MATCHED,Ibrahima Konaté
Luis Díaz,Luis Díaz,12,MATCHED,Luis Díaz
Mohamed Salah,M.Salah,12,MATCHED,Mohamed Salah
Alexis Mac Allister,Mac Allister,12,MATCHED,Alexis Mac Allister
James McConnell,McConnell,12,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Tyler Morton,Morton,12,MATCHED,Tyler Morton
Nathaniel Phillips,N.Phillips,12,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Jarell Quansah,Quansah,12,MATCHED,Jarell Quansah
Rhys Williams,R.Williams,12,MATCHED,Rhys Williams
Andrew Robertson,Robertson,12,MATCHED,Andrew Robertson
Dominik Szoboszlai,Szoboszlai,12,MATCHED,Dominik Szoboszlai
Konstantinos Tsimikas,Tsimikas,12,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Virgil van Dijk,Virgil,12,MATCHED,Virgil van Dijk
Federico Chiesa,Chiesa,12,MATCHED,Federico Chiesa
Vítezslav Jaros,Jaros,12,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Harvey Davies,Davies,12,MATCHED,Harvey Davies
Treymaurice Nyoni,Nyoni,12,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Amara Nallo,Nallo,12,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Jayden Danns,Danns,12,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Arne Slot,Slot,12,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Manuel Akanji,Akanji,13,MATCHED,Manuel Akanji
Nathan Aké,Aké,13,MATCHED,Nathan Aké
Bernardo Veiga de Carvalho e Silva,Bernardo,13,MATCHED,Bernardo
Oscar Bobb,Bobb,13,MATCHED,Oscar Bobb
Scott Carson,Carson,13,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Kevin De Bruyne,De Bruyne,13,MATCHED,Kevin De Bruyne
Jérémy Doku,Doku,13,MATCHED,Jérémy Doku
Ederson Santana de Moraes,Ederson M.,13,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Phil Foden,Foden,13,MATCHED,Phil Foden
Jack Grealish,Grealish,13,MATCHED,Jack Grealish
Joško Gvardiol,Gvardiol,13,MATCHED,Joško Gvardiol
Erling Haaland,Haaland,13,MATCHED,Erling Haaland
Julián Álvarez,J.Alvarez,13,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
João Cavaco Cancelo,João Cancelo,13,MATCHED,João Cancelo
Mateo Kovačić,Kovačić,13,MATCHED,Mateo Kovačić
Rico Lewis,Lewis,13,MATCHED,Rico Lewis
Matheus Luiz Nunes,Matheus N.,13,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
James McAtee,McAtee,13,MATCHED,James McAtee
Stefan Ortega Moreno,Ortega Moreno,13,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Rodrigo 'Rodri' Hernandez,Rodrigo,13,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Rúben Gato Alves Dias,Rúben,13,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
John Stones,Stones,13,MATCHED,John Stones
Kyle Walker,Walker,13,MATCHED,Kyle Walker
Sávio 'Savinho' Moreira de Oliveira,Savinho,13,MATCHED,Savinho
Nico O'Reilly,O’Reilly,13,MATCHED,Nico O'Reilly
Ilkay Gündogan,Gündogan,13,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Issa Kaboré,Kaboré,13,MATCHED,Issa Kaboré
Jacob Wright,Wright,13,MATCHED,Jacob Wright
Jahmai Simpson-Pusey,Simpson-Pusey,13,MATCHED,Jahmai Simpson-Pusey
Josh Wilson-Esbrand,Wilson-Esbrand,13,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Divin Mubama,Mubama,13,MATCHED,Divin Mubama
Max Alleyne,Alleyne,13,MATCHED,Max Alleyne
Spike Brits,Brits,13,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Abdukodir Khusanov,Khusanov,13,MATCHED,Abdukodir Khusanov
Vitor de Oliveira Nunes dos Reis,Vitor Reis,13,MATCHED,Vitor Reis
Pep Guardiola,Guardiola,13,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Omar Marmoush,Marmoush,13,MATCHED,Omar Marmoush
Nico González,N.Gonzalez,13,MATCHED,Nico González
Claudio Echeverri,Echeverri,13,MATCHED,Claudio Echeverri
Amad Diallo,Amad,14,MATCHED,Amad
Antony Matheus dos Santos,Antony,14,MATCHED,Antony
Bruno Borges Fernandes,B.Fernandes,14,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Altay Bayindir,Bayindir,14,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Carlos Henrique Casimiro,Casemiro,14,MATCHED,Casemiro
Diogo Dalot Teixeira,Dalot,14,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Christian Eriksen,Eriksen,14,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Jonny Evans,Evans,14,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Alejandro Garnacho,Garnacho,14,MATCHED,Alejandro Garnacho
Hannibal Mejbri,Hannibal,14,MATCHED,Hannibal
Tom Heaton,Heaton,14,MATCHED,Tom Heaton
Rasmus Højlund,Højlund,14,MATCHED,Rasmus Højlund
Victor Lindelöf,Lindelof,14,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Harry Maguire,Maguire,14,MATCHED,Harry Maguire
Kobbie Mainoo,Mainoo,14,MATCHED,Kobbie Mainoo
Tyrell Malacia,Malacia,14,MATCHED,Tyrell Malacia
Lisandro Martínez,Martinez,14,MATCHED,Lisandro Martínez
Scott McTominay,McTominay,14,MATCHED,Scott McTominay
Mason Mount,Mount,14,MATCHED,Mason Mount
André Onana,Onana,14,MATCHED,André Onana
Facundo Pellistri Rebollo,Pellistri,14,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Luke Shaw,Shaw,14,MATCHED,Luke Shaw
Joshua Zirkzee,Zirkzee,14,MATCHED,Joshua Zirkzee
Leny Yoro,Yoro,14,MATCHED,Leny Yoro
Matthijs de Ligt,De Ligt,14,MATCHED,Matthijs de Ligt
Noussair Mazraoui,Mazraoui,14,MATCHED,Noussair Mazraoui
Toby Collyer,Collyer,14,MATCHED,Toby Collyer
Ethan Wheatley,Wheatley,14,MATCHED,Ethan Wheatley
Manuel Ugarte,Ugarte,14,MATCHED,Manuel Ugarte
Ayden Heaven,Heaven,14,MATCHED,Ayden Heaven
Jack Fletcher,Fletcher,14,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Harry Amass,Amass,14,MATCHED,Harry Amass
Jayce Fitzgerald,Fitzgerald,14,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Godwill Kukonki,Kukonki,14,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Ruben Filipe Marques Diogo Amorim,Amorim,14,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Elyh Harrison,Harrison,14,MATCHED,Elyh Harrison
Patrick Dorgu,Dorgu,14,MATCHED,Patrick Dorgu
Chido Obi-Martin,Obi,14,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Tyler Fredricson,Fredricson,14,MATCHED,Tyler Fredricson
Jack Moorhouse,Moorhouse,14,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Sékou Koné,Koné,14,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Hubert Graczyk,Graczyk,14,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Dermot Mee,Dermot Mee,14,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Alex Murphy,A.Murphy,15,MATCHED,Alex Murphy
Miguel Almirón Rejala,Almirón,15,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Harvey Barnes,Barnes,15,MATCHED,Harvey Barnes
Sven Botman,Botman,15,MATCHED,Sven Botman
Bruno Guimarães Rodriguez Moura,Bruno G.,15,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Dan Burn,Burn,15,MATCHED,Dan Burn
Martin Dúbravka,Dúbravka,15,MATCHED,Martin Dúbravka
Anthony Gordon,Gordon,15,MATCHED,Anthony Gordon
Lewis Hall,Hall,15,MATCHED,Lewis Hall
Isaac Hayden,Hayden,15,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Alexander Isak,Isak,15,MATCHED,Alexander Isak
Jacob Murphy,J.Murphy,15,MATCHED,Jacob Murphy
Joelinton Cássio Apolinário de Lira,Joelinton,15,MATCHED,Joelinton
Lloyd Kelly,Kelly,15,MATCHED,Lloyd Kelly
Emil Krafth,Krafth,15,MATCHED,Emil Krafth
Garang Kuol,Kuol,15,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Jamaal Lascelles,Lascelles,15,MATCHED,Jamaal Lascelles
Jamal Lewis,Lewis,15,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Tino Livramento,Livramento,15,MATCHED,Tino Livramento
Sean Longstaff,Longstaff,15,MATCHED,Sean Longstaff
Lewis Miley,Miley,15,MATCHED,Lewis Miley
Odysseas Vlachodimos,Odysseas,15,MATCHED,Odysseas Vlachodimos
Nick Pope,Pope,15,MATCHED,Nick Pope
John Ruddy,Ruddy,15,MATCHED,John Ruddy
Fabian Schär,Schär,15,MATCHED,Fabian Schär
Matt Targett,Targett,15,MATCHED,Matt Targett
Sandro Tonali,Tonali,15,MATCHED,Sandro Tonali
Kieran Trippier,Trippier,15,MATCHED,Kieran Trippier
Joe White,White,15,MATCHED,Joe White
Joe Willock,Willock,15,MATCHED,Joe Willock
Callum Wilson,Wilson,15,MATCHED,Callum Wilson
Miodrag Pivaš,Pivas,15,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
William Osula,Osula,15,MATCHED,William Osula
Eddie Howe,Howe,15,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Sean Neave,Neave,15,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Álex Moreno Lopera,Alex Moreno,16,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Ola Aina,Aina,16,MATCHED,Ola Aina
Elliot Anderson,Anderson,16,MATCHED,Elliot Anderson
Taiwo Awoniyi,Awoniyi,16,MATCHED,Taiwo Awoniyi
Willy Boly,Boly,16,MATCHED,Willy Boly
Josh Bowler,Bowler,16,MATCHED,Josh Bowler
Carlos Miguel dos Santos Pereira,C.Miguel,16,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Eric da Silva Moreira,Da Silva Moreira,16,MATCHED,Eric da Silva Moreira
Danilo dos Santos de Oliveira,Danilo,16,MATCHED,Danilo
Emmanuel Dennis,Dennis,16,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Nicolás Domínguez,Dominguez,16,MATCHED,Nicolás Domínguez
Anthony Elanga,Elanga,16,MATCHED,Anthony Elanga
Morgan Gibbs-White,Gibbs-White,16,MATCHED,Morgan Gibbs-White
Callum Hudson-Odoi,Hudson-Odoi,16,MATCHED,Callum Hudson-Odoi
Alex Mighten,Mighten,16,MATCHED,Alex Mighten
Murillo Santiago Costa dos Santos,Murillo,16,MATCHED,Murillo
Neco Williams,N.Williams,16,MATCHED,Neco Williams
Omar Richards,O.Richards,16,MATCHED,Omar Richards
Lewis O'Brien,O'Brien,16,MATCHED,Lewis O'Brien
Andrew Omobamidele,Omobamidele,16,MATCHED,Andrew Omobamidele
Jonathan Panzo,Panzo,16,MATCHED,Jonathan Panzo
Ibrahim Sangaré,Sangaré,16,MATCHED,Ibrahim Sangaré
Matz Sels,Sels,16,MATCHED,Matz Sels
Harry Toffolo,Toffolo,16,MATCHED,Harry Toffolo
Hwang Ui-jo,Ui-jo,16,MATCHED,Hwang Ui Jo
Chris Wood,Wood,16,MATCHED,Chris Wood
Joe Worrall,Worrall,16,MATCHED,Joe Worrall
Ryan Yates,Yates,16,MATCHED,Ryan Yates
Nikola Milenković,Milenković,16,MATCHED,Nikola Milenković
João Pedro Ferreira Silva,Jota Silva,16,MATCHED,Jota Silva
Ramón Sosa,Sosa,16,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Felipe Rodrigues da Silva,Morato,16,MATCHED,Morato
Zach Abbott,Abbott,16,MATCHED,Zach Abbott
Wayne Hennessey,Hennessey,16,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Nuno Herlander Simões Espírito Santo,Nuno,16,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Aaron Ramsdale,Ramsdale,17,MATCHED,Aaron Ramsdale
Cameron Archer,Archer,17,MATCHED,Cameron Archer
Lesley Ugochukwu,Ugochukwu,17,MATCHED,Lesley Ugochukwu
Ryan Fraser,Fraser,17,MATCHED,Ryan Fraser
Samuel Amo-Ameyaw,Amo-Ameyaw,17,MATCHED,Samuel Amo-Ameyaw
Joe Aribo,Aribo,17,MATCHED,Joe Aribo
Adam Armstrong,Armstrong,17,MATCHED,Adam Armstrong
Gavin Bazunu,Bazunu,17,MATCHED,Gavin Bazunu
Jan Bednarek,Bednarek,17,MATCHED,Jan Bednarek
Armel Bella-Kotchap,Bella-Kotchap,17,MATCHED,Armel Bella-Kotchap
James Bree,Bree,17,MATCHED,James Bree
Shea Charles,Charles,17,MATCHED,Shea Charles
Samuel Edozie,Edozie,17,MATCHED,Samuel Edozie
Ronnie Edwards,Edwards,17,MATCHED,Ronnie Edwards
Taylor Harwood-Bellis,Harwood-Bellis,17,MATCHED,Taylor Harwood-Bellis
Kamaldeen Sulemana,Kamaldeen,17,MATCHED,Kamaldeen Sulemana
Adam Lallana,Lallana,17,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Juan Larios López,Larios,17,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Mateusz Lis,Lis,17,MATCHED,Mateusz Lis
Joe Lumley,Lumley,17,MATCHED,Joe Lumley
Ryan Manning,Manning,17,MATCHED,Ryan Manning
Sékou Mara,Mara,17,MATCHED,Sékou Mara
Alex McCarthy,McCarthy,17,MATCHED,Alex McCarthy
Paul Onuachu,Onuachu,17,MATCHED,Paul Onuachu
Will Smallbone,Smallbone,17,MATCHED,Will Smallbone
Jack Stephens,Stephens,17,MATCHED,Jack Stephens
Ross Stewart,Stewart,17,MATCHED,Ross Stewart
Sugawara Yukinari,Sugawara,17,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Charlie Taylor,Taylor,17,MATCHED,Charlie Taylor
Kyle Walker-Peters,Walker-Peters,17,MATCHED,Kyle Walker-Peters
Nathan Wood-Gordon,Wood,17,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Maxwel Cornet,Cornet,17,MATCHED,Maxwel Cornet
Flynn Downes,Downes,17,MATCHED,Flynn Downes
Ben Brereton Díaz,Brereton Díaz,17,MATCHED,Ben Brereton Díaz
Tyler Dibling,Dibling,17,MATCHED,Tyler Dibling
Mateus Gonçalo Espanha Fernandes,M.Fernandes,17,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Joseph O'Brien-Whitmarsh,O'Brien-Whitmarsh,17,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Welington Damascena Santos,Welington,17,MATCHED,Welington
Joachim Kayi-Sanda,Kayi Sanda,17,MATCHED,Joachim Kayi Sanda
Albert Grønbæk,Grønbæk,17,MATCHED,Albert Grønbæk
Simon Rusk,Rusk,17,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Jay Robinson,Jay Robinson,17,MATCHED,Jay Robinson
Jayden Moore,Moore,17,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Dominic Solanke-Mitchell,Solanke,18,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Ashley Phillips,A.Phillips,18,MATCHED,Ashley Phillips
Brandon Austin,Austin,18,MATCHED,Brandon Austin
Rodrigo Bentancur,Bentancur,18,MATCHED,Rodrigo Bentancur
Lucas Bergvall,Bergvall,18,MATCHED,Lucas Bergvall
Yves Bissouma,Bissouma,18,MATCHED,Yves Bissouma
Bryan Gil Salvatierra,Bryan,18,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Ben Davies,Davies,18,MATCHED,Ben Davies
Alfie Devine,Devine,18,MATCHED,Alfie Devine
Radu Drăgușin,Dragusin,18,MATCHED,Radu Drăgușin
Emerson Leite de Souza Junior,E.Royal,18,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Fraser Forster,Forster,18,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Archie Gray,Gray,18,MATCHED,Archie Gray
Pierre-Emile Højbjerg,Højbjerg,18,MATCHED,Pierre-Emile Højbjerg
Brennan Johnson,Johnson,18,MATCHED,Brennan Johnson
Dejan Kulusevski,Kulusevski,18,MATCHED,Dejan Kulusevski
Giovani Lo Celso,Lo Celso,18,MATCHED,Giovani Lo Celso
James Maddison,Maddison,18,MATCHED,James Maddison
Pedro Porro,Pedro Porro,18,MATCHED,Pedro Porro
Sergio Reguilón,Reguilón,18,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Richarlison de Andrade,Richarlison,18,MATCHED,Richarlison
Cristian Romero,Romero,18,MATCHED,Cristian Romero
Pape Matar Sarr,P.M.Sarr,18,MATCHED,Pape Matar Sarr
Dane Scarlett,Scarlett,18,MATCHED,Dane Scarlett
Manor Solomon,Solomon,18,MATCHED,Manor Solomon
Son Heung-min,Son,18,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Djed Spence,Spence,18,MATCHED,Djed Spence
Destiny Udogie,Udogie,18,MATCHED,Destiny Udogie
Micky van de Ven,Van de Ven,18,MATCHED,Micky van de Ven
Alejo Véliz,Veliz,18,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Guglielmo Vicario,Vicario,18,MATCHED,Guglielmo Vicario
Timo Werner,Werner,18,MATCHED,Timo Werner
Alfie Whiteman,Whiteman,18,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Will Lankshear,Lankshear,18,MATCHED,Will Lankshear
Mikey Moore,Moore,18,MATCHED,Mikey Moore
Wilson Odobert,Odobert,18,MATCHED,Wilson Odobert
Callum Olusesi,Olusesi,18,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Malachi Hardy,Hardy,18,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Luca Williams-Barnett,Williams-Barnett,18,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Alfie Dorrington,Dorrington,18,MATCHED,Alfie Dorrington
Maeson King,King,18,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Antonín Kinsky,Kinsky,18,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Min-Hyeok Yang,Yang,18,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Damola Ajayi,Ajayi,18,MATCHED,Damola Ajayi
Ange Postecoglou,Postecoglou,18,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Dante Cassanova,Cassanova,18,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Kevin Danso,Danso,18,MATCHED,Kevin Danso
Mathys Tel,Tel,18,MATCHED,Mathys Tel
Evan Ferguson,Ferguson,19,MATCHED,Evan Ferguson
Aaron Wan-Bissaka,Wan-Bissaka,19,MATCHED,Aaron Wan-Bissaka
Edson Álvarez Velázquez,Álvarez,19,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Michail Antonio,Antonio,19,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Alphonse Areola,Areola,19,MATCHED,Alphonse Areola
Jarrod Bowen,Bowen,19,MATCHED,Jarrod Bowen
Vladimír Coufal,Coufal,19,MATCHED,Vladimír Coufal
Aaron Cresswell,Cresswell,19,MATCHED,Aaron Cresswell
George Earthy,Earthy,19,MATCHED,George Earthy
Emerson Palmieri dos Santos,Emerson,19,MATCHED,Emerson
Łukasz Fabiański,Fabianski,19,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Wes Foderingham,Foderingham,19,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Danny Ings,Ings,19,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Max Kilman,Kilman,19,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Mohammed Kudus,Kudus,19,MATCHED,Mohammed Kudus
Luis Guilherme Lira dos Santos,L.Guilherme,19,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Lucas Tolentino Coelho de Lima,L.Paquetá,19,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Konstantinos Mavropanos,Mavropanos,19,MATCHED,Konstantinos Mavropanos
Nayef Aguerd,N.Aguerd,19,MATCHED,Nayef Aguerd
Tomáš Souček,Souček,19,MATCHED,Tomáš Souček
James Ward-Prowse,Ward-Prowse,19,MATCHED,James Ward-Prowse
Kurt Zouma,Zouma,19,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Andy Irving,Irving,19,MATCHED,Andy Irving
Crysencio Summerville,Summerville,19,MATCHED,Crysencio Summerville
Guido Rodríguez,G.Rodríguez,19,MATCHED,Guido Rodríguez
Niclas Füllkrug,Füllkrug,19,MATCHED,Niclas Füllkrug
Jean-Clair Todibo,Todibo,19,MATCHED,Jean-Clair Todibo
Kaelan Casey,Casey,19,MATCHED,Kaelan Casey
Carlos Soler,C.Soler,19,MATCHED,Carlos Soler
Ollie Scarles,Scarles,19,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Ezra Mayers,Mayers,19,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
Lewis Orford,Orford,19,MATCHED,Lewis Orford
Graham Potter,Potter,19,UNMATCHED_YOUTH_OR_NEW_SIGNING,N/A
