canonical_player_id,season,fpl_id,fc_id,fpl_name,fpl_web_name,matched_fc_name,team_id,match_confidence,mapping_method
818,2023-24,34,229906,Leon Bailey,Bailey,Leon Bailey,2,EXACT,Deterministic Normalized Name Match
819,2023-24,35,N/A,Emiliano BuendÃ­a Stati,Buendia,Emiliano BuendÃ­a Stati,2,UNMATCHED_RESERVE,Deterministic Normalized Name Match
820,2023-24,36,227174,Matty Cash,Cash,Matty Cash,2,EXACT,Deterministic Normalized Name Match
821,2023-24,37,205989,Calum Chambers,Chambers,Calum Chambers,2,EXACT,Deterministic Normalized Name Match
822,2023-24,38,N/A,Philippe Coutinho Correia,Coutinho,Philippe Coutinho Correia,2,UNMATCHED_RESERVE,Deterministic Normalized Name Match
823,2023-24,39,231743,Keinan Davis,Davis,Keinan Davis,2,EXACT,Deterministic Normalized Name Match
824,2023-24,40,212501,Leander Dendoncker,Dendoncker,Leander Dendoncker,2,EXACT,Deterministic Normalized Name Match
825,2023-24,41,219693,Diego Carlos Santos Silva,Diego Carlos,Diego Carlos,2,HIGH_CONFIDENCE,Deterministic Normalized Name Match
826,2023-24,42,200458,Lucas Digne,Digne,Lucas Digne,2,EXACT,Deterministic Normalized Name Match
827,2023-24,43,236499,Douglas Luiz Soares de Paulo,Douglas Luiz,Douglas Luiz,2,HIGH_CONFIDENCE,Deterministic Normalized Name Match
828,2023-24,44,247172,Jhon DurÃ¡n,Duran,Jhon Durán,2,EXACT,Deterministic Normalized Name Match
829,2023-24,45,N/A,Kortney Hause,Hause,Kortney Hause,2,UNMATCHED_RESERVE,Deterministic Normalized Name Match
830,2023-24,46,266609,Tim Iroegbunam,Iroegbunam,Tim Iroegbunam,2,EXACT,Deterministic Normalized Name Match
831,2023-24,47,236987,Boubacar Kamara,Kamara,Boubacar Kamara,2,EXACT,Deterministic Normalized Name Match
832,2023-24,48,N/A,Ezri Konsa Ngoyo,Konsa,Ezri Konsa Ngoyo,2,UNMATCHED_RESERVE,Deterministic Normalized Name Match
833,2023-24,49,N/A,Emiliano MartÃ­nez Romero,Martinez,Emiliano MartÃ­nez Romero,2,UNMATCHED_RESERVE,Deterministic Normalized Name Match
834,2023-24,50,210881,John McGinn,McGinn,John McGinn,2,EXACT,Deterministic Normalized Name Match
835,2023-24,51,212419,Tyrone Mings,Mings,Tyrone Mings,2,EXACT,Deterministic Normalized Name Match
836,2023-24,53,207557,Robin Olsen,Olsen,Robin Olsen,2,EXACT,Deterministic Normalized Name Match
837,2023-24,54,N/A,Jaden Philogene-Bidace,Philogene,Jaden Philogene-Bidace,2,UNMATCHED_RESERVE,Deterministic Normalized Name Match
838,2023-24,55,246923,Jacob Ramsey,J.Ramsey,Jacob Ramsey,2,EXACT,Deterministic Normalized Name Match
839,2023-24,56,210896,Morgan Sanson,Sanson,Morgan Sanson,2,EXACT,Deterministic Normalized Name Match
840,2023-24,57,258928,Viljami Sinisalo,Sinisalo,Viljami Sinisalo,2,EXACT,Deterministic Normalized Name Match
841,2023-24,58,216393,Youri Tielemans,Tielemans,Youri Tielemans,2,EXACT,Deterministic Normalized Name Match
842,2023-24,59,207948,Bertrand TraorÃ©,Bertrand TraorÃ©,Bertrand Traoré,2,EXACT,Deterministic Normalized Name Match
843,2023-24,60,221697,Ollie Watkins,Watkins,Ollie Watkins,2,EXACT,Deterministic Normalized Name Match
844,2023-24,61,232381,Wesley Moraes Ferreira da Silva,Wesley,Wesley,2,HIGH_CONFIDENCE,Deterministic Normalized Name Match
845,2023-24,584,241464,Pau Torres,Pau,Pau Torres,2,EXACT,Deterministic Normalized Name Match
846,2023-24,599,241852,Moussa Diaby,Diaby,Moussa Diaby,2,EXACT,Deterministic Normalized Name Match
847,2023-24,618,278017,Omari Kellyman,Kellyman,Omari Kellyman,2,EXACT,Deterministic Normalized Name Match
848,2023-24,670,268583,Filip Marschall,Marschall,Filip Marschall,2,EXACT,Deterministic Normalized Name Match
849,2023-24,672,238067,NicolÃ² Zaniolo,Zaniolo,Nicolò Zaniolo,2,EXACT,Deterministic Normalized Name Match
850,2023-24,686,271411,Oliwier Zych,Zych,Oliwier Zych,2,EXACT,Deterministic Normalized Name Match
851,2023-24,699,220440,ClÃ©ment Lenglet,Lenglet,Clément Lenglet,2,EXACT,Deterministic Normalized Name Match
852,2023-24,765,N/A,Sam Proctor,Proctor,Sam Proctor,2,UNMATCHED_RESERVE,Deterministic Normalized Name Match
853,2023-24,767,267849,Tommi O'Reilly,O'Reilly,Tommi O'Reilly,2,EXACT,Deterministic Normalized Name Match
854,2023-24,778,N/A,James Wright,Wright,James Wright,2,UNMATCHED_RESERVE,Deterministic Normalized Name Match
855,2023-24,793,261335,Kaine Kesler-Hayden,Kesler-Hayden,Kaine Kesler-Hayden,2,EXACT,Deterministic Normalized Name Match
856,2023-24,803,260247,Morgan Rogers,Rogers,Morgan Rogers,2,EXACT,Deterministic Normalized Name Match
857,2023-24,818,243917,Joe Gauci,Gauci,Joe Gauci,2,EXACT,Deterministic Normalized Name Match
858,2023-24,854,72027,Finley Munroe,Munroe,Finley Munroe,2,EXACT,Deterministic Normalized Name Match
859,2023-24,865,N/A,Kadan Young,Young,Kadan Young,2,UNMATCHED_RESERVE,Deterministic Normalized Name Match
860,2023-24,866,N/A,Lander Emery,Emery,Lander Emery,2,UNMATCHED_RESERVE,Deterministic Normalized Name Match
861,2023-24,62,243669,Jaidon Anthony,Anthony,Jaidon Anthony,3,EXACT,Deterministic Normalized Name Match
862,2023-24,63,220714,Philip Billing,Billing,Philip Billing,3,EXACT,Deterministic Normalized Name Match
863,2023-24,64,220196,David Brooks,Brooks,David Brooks,3,EXACT,Deterministic Normalized Name Match
864,2023-24,65,213884,Ryan Christie,Christie,Ryan Christie,3,EXACT,Deterministic Normalized Name Match
865,2023-24,66,224294,Lewis Cook,L.Cook,Lewis Cook,3,EXACT,Deterministic Normalized Name Match
866,2023-24,67,239350,Siriki DembÃ©lÃ©,Siriki,Siriki Dembélé,3,EXACT,Deterministic Normalized Name Match
867,2023-24,68,N/A,Ryan Fredericks,Fredericks,Ryan Fredericks,3,UNMATCHED_RESERVE,Deterministic Normalized Name Match
868,2023-24,69,248492,James Hill,Hill,James Hill,3,EXACT,Deterministic Normalized Name Match
869,2023-24,70,231512,Lloyd Kelly,Kelly,Lloyd Kelly,3,EXACT,Deterministic Normalized Name Match
870,2023-24,71,243767,Gavin Kilkenny,Kilkenny,Gavin Kilkenny,3,EXACT,Deterministic Normalized Name Match
871,2023-24,72,236920,Justin Kluivert,Kluivert,Justin Kluivert,3,EXACT,Deterministic Normalized Name Match
872,2023-24,73,211384,Jamal Lowe,Lowe,Jamal Lowe,3,EXACT,Deterministic Normalized Name Match
873,2023-24,74,210644,Emiliano Marcondes,Marcondes,Emiliano Marcondes,3,EXACT,Deterministic Normalized Name Match
874,2023-24,75,233201,Chris Mepham,Mepham,Chris Mepham,3,EXACT,Deterministic Normalized Name Match
875,2023-24,76,216627,Kieffer Moore,Moore,Kieffer Moore,3,EXACT,Deterministic Normalized Name Match
876,2023-24,77,N/A,Norberto Murara Neto,Neto,Norberto Murara Neto,3,UNMATCHED_RESERVE,Deterministic Normalized Name Match
877,2023-24,78,265552,Dango Ouattara,O.Dango,Dango Ouattara,3,EXACT,Deterministic Normalized Name Match
878,2023-24,79,213689,Ben Pearson,Pearson,Ben Pearson,3,EXACT,Deterministic Normalized Name Match
879,2023-24,80,N/A,Darren Randolph,Randolph,Darren Randolph,3,UNMATCHED_RESERVE,Deterministic Normalized Name Match
880,2023-24,81,213693,Joe Rothwell,Rothwell,Joe Rothwell,3,EXACT,Deterministic Normalized Name Match
881,2023-24,82,241236,Antoine Semenyo,Semenyo,Antoine Semenyo,3,EXACT,Deterministic Normalized Name Match
882,2023-24,83,236506,Marcos Senesi,Senesi,Marcos Senesi,3,EXACT,Deterministic Normalized Name Match
883,2023-24,84,190885,Adam Smith,Smith,Adam Smith,3,EXACT,Deterministic Normalized Name Match
884,2023-24,85,225539,Dominic Solanke,Solanke,Dominic Solanke,3,EXACT,Deterministic Normalized Name Match
885,2023-24,86,237477,Marcus Tavernier,Tavernier,Marcus Tavernier,3,EXACT,Deterministic Normalized Name Match
886,2023-24,87,N/A,Hamed TraorÃ¨,Hamed TraorÃ¨,Hamed TraorÃ¨,3,UNMATCHED_RESERVE,Deterministic Normalized Name Match
887,2023-24,88,232284,Mark Travers,Travers,Mark Travers,3,EXACT,Deterministic Normalized Name Match
888,2023-24,89,258781,Illia Zabarnyi,Zabarnyi,Illia Zabarnyi,3,EXACT,Deterministic Normalized Name Match
889,2023-24,595,260908,Milos Kerkez,Kerkez,Milos Kerkez,3,EXACT,Deterministic Normalized Name Match
890,2023-24,607,N/A,IonuÈ Radu,Radu,IonuÈ Radu,3,UNMATCHED_RESERVE,Deterministic Normalized Name Match
891,2023-24,619,N/A,Ben Greenwood,Greenwood,Ben Greenwood,3,UNMATCHED_RESERVE,Deterministic Normalized Name Match
892,2023-24,643,240060,Max Aarons,Aarons,Max Aarons,3,EXACT,Deterministic Normalized Name Match
893,2023-24,644,261299,Alex Scott,Scott,Alex Scott,3,EXACT,Deterministic Normalized Name Match
894,2023-24,673,232999,Tyler Adams,Adams,Tyler Adams,3,EXACT,Deterministic Normalized Name Match
895,2023-24,705,N/A,Luis Sinisterra,Sinisterra,Luis Sinisterra,3,UNMATCHED_RESERVE,Deterministic Normalized Name Match
896,2023-24,799,242577,Romain Faivre,Faivre,Romain Faivre,3,EXACT,Deterministic Normalized Name Match
897,2023-24,802,N/A,Max Kinsey,Kinsey,Max Kinsey,3,UNMATCHED_RESERVE,Deterministic Normalized Name Match
898,2023-24,804,223197,Enes Ãnal,Enes Ãnal,Enes Ünal,3,EXACT,Deterministic Normalized Name Match
899,2023-24,811,N/A,Dominic Sadi,Sadi,Dominic Sadi,3,UNMATCHED_RESERVE,Deterministic Normalized Name Match
900,2023-24,849,N/A,Michael Dacosta Gonzalez,Dacosta Gonzalez,Michael Dacosta Gonzalez,3,UNMATCHED_RESERVE,Deterministic Normalized Name Match
901,2023-24,855,72026,Callan McKenna,McKenna,Callan McKenna,3,EXACT,Deterministic Normalized Name Match
902,2023-24,90,224258,Kristoffer Ajer,Ajer,Kristoffer Ajer,4,EXACT,Deterministic Normalized Name Match
903,2023-24,91,236663,Ellery Balcombe,Balcombe,Ellery Balcombe,4,EXACT,Deterministic Normalized Name Match
904,2023-24,92,240697,Shandon Baptiste,Baptiste,Shandon Baptiste,4,EXACT,Deterministic Normalized Name Match
905,2023-24,93,234472,Mads Bech SÃ¸rensen,Bech,Mads Bech Sørensen,4,EXACT,Deterministic Normalized Name Match
906,2023-24,94,246402,Mads Bidstrup,Bidstrup,Mads Bidstrup,4,EXACT,Deterministic Normalized Name Match
907,2023-24,95,N/A,Sergi CanÃ³s TenÃ©s,CanÃ³s,Sergi CanÃ³s TenÃ©s,4,UNMATCHED_RESERVE,Deterministic Normalized Name Match
908,2023-24,96,248484,Nathan Collins,Collins,Nathan Collins,4,EXACT,Deterministic Normalized Name Match
909,2023-24,97,256488,Matthew Cox,Cox,Matthew Cox,4,EXACT,Deterministic Normalized Name Match
910,2023-24,98,241508,Mikkel Damsgaard,Damsgaard,Mikkel Damsgaard,4,EXACT,Deterministic Normalized Name Match
911,2023-24,99,N/A,Josh Dasilva,Dasilva,Josh Dasilva,4,UNMATCHED_RESERVE,Deterministic Normalized Name Match
912,2023-24,100,N/A,Halil DerviÅoÄlu,DerviÅoÄlu,Halil DerviÅoÄlu,4,UNMATCHED_RESERVE,Deterministic Normalized Name Match
913,2023-24,101,211738,Mark Flekken,Flekken,Mark Flekken,4,EXACT,Deterministic Normalized Name Match
914,2023-24,102,228997,Charlie Goode,Goode,Charlie Goode,4,EXACT,Deterministic Normalized Name Match
915,2023-24,103,224494,Rico Henry,Henry,Rico Henry,4,EXACT,Deterministic Normalized Name Match
916,2023-24,104,248808,Aaron Hickey,Hickey,Aaron Hickey,4,EXACT,Deterministic Normalized Name Match
917,2023-24,105,235167,Vitaly Janelt,Janelt,Vitaly Janelt,4,EXACT,Deterministic Normalized Name Match
918,2023-24,106,77393,Mathias Jensen,Jensen,Mathias Jensen,4,EXACT,Deterministic Normalized Name Match
919,2023-24,107,243606,Keane Lewis-Potter,Lewis-Potter,Keane Lewis-Potter,4,EXACT,Deterministic Normalized Name Match
920,2023-24,108,243014,Bryan Mbeumo,Mbeumo,Bryan Mbeumo,4,EXACT,Deterministic Normalized Name Match
921,2023-24,109,N/A,Ben Mee,Mee,Ben Mee,4,UNMATCHED_RESERVE,Deterministic Normalized Name Match
922,2023-24,110,210697,Christian NÃ¸rgaard,NÃ¸rgaard,Christian Nørgaard,4,EXACT,Deterministic Normalized Name Match
923,2023-24,111,239529,Frank Onyeka,Onyeka,Frank Onyeka,4,EXACT,Deterministic Normalized Name Match
924,2023-24,112,238717,Ethan Pinnock,Pinnock,Ethan Pinnock,4,EXACT,Deterministic Normalized Name Match
925,2023-24,114,N/A,Mads Roerslev Rasmussen,Roerslev,Mads Roerslev Rasmussen,4,UNMATCHED_RESERVE,Deterministic Normalized Name Match
926,2023-24,115,260926,Kevin Schade,Schade,Kevin Schade,4,EXACT,Deterministic Normalized Name Match
927,2023-24,116,212151,Thomas Strakosha,Strakosha,Thomas Strakosha,4,EXACT,Deterministic Normalized Name Match
928,2023-24,117,212228,Ivan Toney,Toney,Ivan Toney,4,EXACT,Deterministic Normalized Name Match
929,2023-24,118,262569,Ryan Trevitt,Trevitt,Ryan Trevitt,4,EXACT,Deterministic Normalized Name Match
930,2023-24,119,234824,Yoane Wissa,Wissa,Yoane Wissa,4,EXACT,Deterministic Normalized Name Match
931,2023-24,120,N/A,Yegor Yarmoliuk,Yarmoliuk,Yegor Yarmoliuk,4,UNMATCHED_RESERVE,Deterministic Normalized Name Match
932,2023-24,121,183491,Mathias Jorgensen,Zanka,Zanka,4,HIGH_CONFIDENCE,Deterministic Normalized Name Match
933,2023-24,258,211784,Neal Maupay,Maupay,Neal Maupay,4,EXACT,Deterministic Normalized Name Match
934,2023-24,508,N/A,Sergio ReguilÃ³n,ReguilÃ³n,Sergio ReguilÃ³n,4,UNMATCHED_RESERVE,Deterministic Normalized Name Match
935,2023-24,620,N/A,Michael Olakigbe,Olakigbe,Michael Olakigbe,4,UNMATCHED_RESERVE,Deterministic Normalized Name Match
936,2023-24,684,258724,Ethan Brierley,Brierley,Ethan Brierley,4,EXACT,Deterministic Normalized Name Match
937,2023-24,701,N/A,Saman Ghoddos,Ghoddos,Saman Ghoddos,4,UNMATCHED_RESERVE,Deterministic Normalized Name Match
938,2023-24,725,267844,Ji-Soo Kim,Kim Ji-Soo,Kim Ji Soo,4,HIGH_CONFIDENCE,Deterministic Normalized Name Match
939,2023-24,733,N/A,Valintino Adedokun,Adedokun,Valintino Adedokun,4,UNMATCHED_RESERVE,Deterministic Normalized Name Match
940,2023-24,744,263582,Myles Peart-Harris,Peart-Harris,Myles Peart-Harris,4,EXACT,Deterministic Normalized Name Match
941,2023-24,752,268528,Vincent Angelini,Angelini,Vincent Angelini,4,EXACT,Deterministic Normalized Name Match
942,2023-24,789,264133,HÃ¡kon Valdimarsson,Valdimarsson,Hákon Valdimarsson,4,EXACT,Deterministic Normalized Name Match
943,2023-24,797,70781,Benjamin Fredrick,Fredrick,Benjamin Fredrick,4,EXACT,Deterministic Normalized Name Match
944,2023-24,834,275028,Benjamin Arthur,Arthur,Arthur,4,HIGH_CONFIDENCE,Deterministic Normalized Name Match
945,2023-24,864,N/A,Yunus Konak,Konak,Yunus Konak,4,UNMATCHED_RESERVE,Deterministic Normalized Name Match
946,2023-24,122,260779,Simon Adingra,Adingra,Simon Adingra,5,EXACT,Deterministic Normalized Name Match
947,2023-24,123,236529,Steven Alzate,Alzate,Steven Alzate,5,EXACT,Deterministic Normalized Name Match
948,2023-24,124,257400,Yasin Ayari,Ayari,Yasin Ayari,5,EXACT,Deterministic Normalized Name Match
949,2023-24,125,269495,Facundo Buonanotte,Buonanotte,Facundo Buonanotte,5,EXACT,Deterministic Normalized Name Match
950,2023-24,127,237286,Aaron Connolly,Connolly,Aaron Connolly,5,EXACT,Deterministic Normalized Name Match
951,2023-24,128,218339,Mahmoud Dahoud,Dahoud,Mahmoud Dahoud,5,EXACT,Deterministic Normalized Name Match
952,2023-24,129,199915,Lewis Dunk,Dunk,Lewis Dunk,5,EXACT,Deterministic Normalized Name Match
953,2023-24,130,N/A,Julio Enciso,Enciso,Julio Enciso,5,UNMATCHED_RESERVE,Deterministic Normalized Name Match
954,2023-24,131,237942,Pervis EstupiÃ±Ã¡n,EstupiÃ±an,Pervis Estupiñán,5,EXACT,Deterministic Normalized Name Match
955,2023-24,132,259608,Evan Ferguson,Ferguson,Evan Ferguson,5,EXACT,Deterministic Normalized Name Match
956,2023-24,133,245992,Billy Gilmour,Gilmour,Billy Gilmour,5,EXACT,Deterministic Normalized Name Match
957,2023-24,134,190765,Pascal GroÃ,Gross,Pascal Groß,5,EXACT,Deterministic Normalized Name Match
958,2023-24,135,70170,JoÃ£o Pedro Junqueira de Jesus,JoÃ£o Pedro,João Pedro,5,HIGH_CONFIDENCE,Deterministic Normalized Name Match
959,2023-24,136,248149,MichaÅ Karbownik,Karbownik,Michał Karbownik,5,EXACT,Deterministic Normalized Name Match
960,2023-24,137,252508,Kacper KozÅowski,KozÅowski,Kacper Kozłowski,5,EXACT,Deterministic Normalized Name Match
961,2023-24,138,N/A,Adam Lallana,Lallana,Adam Lallana,5,UNMATCHED_RESERVE,Deterministic Normalized Name Match
962,2023-24,139,242418,Tariq Lamptey,Lamptey,Tariq Lamptey,5,EXACT,Deterministic Normalized Name Match
963,2023-24,140,206594,Solly March,March,Solly March,5,EXACT,Deterministic Normalized Name Match
964,2023-24,141,243588,Tom McGill,McGill,Tom McGill,5,EXACT,Deterministic Normalized Name Match
965,2023-24,142,138412,James Milner,Milner,James Milner,5,EXACT,Deterministic Normalized Name Match
966,2023-24,143,255565,Kaoru Mitoma,Mitoma,Kaoru Mitoma,5,EXACT,Deterministic Normalized Name Match
967,2023-24,144,239778,Jakub Moder,Moder,Jakub Moder,5,EXACT,Deterministic Normalized Name Match
968,2023-24,146,N/A,Jeremy Sarmiento Morante,Sarmiento,Jeremy Sarmiento Morante,5,UNMATCHED_RESERVE,Deterministic Normalized Name Match
969,2023-24,147,243675,Kjell Scherpen,Scherpen,Kjell Scherpen,5,EXACT,Deterministic Normalized Name Match
970,2023-24,148,188836,Jason Steele,Steele,Jason Steele,5,EXACT,Deterministic Normalized Name Match
971,2023-24,149,244176,Deniz Undav,Undav,Deniz Undav,5,EXACT,Deterministic Normalized Name Match
972,2023-24,150,258908,Jan Paul van Hecke,Van Hecke,Jan Paul van Hecke,5,EXACT,Deterministic Normalized Name Match
973,2023-24,151,208004,JoÃ«l Veltman,Veltman,Joël Veltman,5,EXACT,Deterministic Normalized Name Match
974,2023-24,152,258498,Bart Verbruggen,Verbruggen,Bart Verbruggen,5,EXACT,Deterministic Normalized Name Match
975,2023-24,153,207616,Adam Webster,Webster,Adam Webster,5,EXACT,Deterministic Normalized Name Match
976,2023-24,154,186146,Danny Welbeck,Welbeck,Danny Welbeck,5,EXACT,Deterministic Normalized Name Match
977,2023-24,155,234683,Andi Zeqiri,Zeqiri,Andi Zeqiri,5,EXACT,Deterministic Normalized Name Match
978,2023-24,606,241585,Igor Julio dos Santos de Paulo,Igor,Igor,5,HIGH_CONFIDENCE,Deterministic Normalized Name Match
979,2023-24,621,277283,Jack Hinshelwood,Hinshelwood,Jack Hinshelwood,5,EXACT,Deterministic Normalized Name Match
980,2023-24,690,272500,Carlos Baleba,Baleba,Carlos Baleba,5,EXACT,Deterministic Normalized Name Match
981,2023-24,700,253004,Anssumane Fati Vieira,Ansu Fati,Ansu Fati,5,HIGH_CONFIDENCE,Deterministic Normalized Name Match
982,2023-24,741,272862,Mark OâMahony,OâMahony,Mark O'Mahony,5,EXACT,Deterministic Normalized Name Match
983,2023-24,742,N/A,Benicio Baker-Boaitey,Baker-Boaitey,Benicio Baker-Boaitey,5,UNMATCHED_RESERVE,Deterministic Normalized Name Match
984,2023-24,746,250786,Ben Jackson,Jackson,Ben Jackson,5,EXACT,Deterministic Normalized Name Match
985,2023-24,747,279224,Joshua Duffus,Duffus,Joshua Duffus,5,EXACT,Deterministic Normalized Name Match
986,2023-24,753,279520,Leigh Kavanagh,Kavanagh,Leigh Kavanagh,5,EXACT,Deterministic Normalized Name Match
987,2023-24,755,N/A,Luca Barrington,Barrington,Luca Barrington,5,UNMATCHED_RESERVE,Deterministic Normalized Name Match
988,2023-24,786,N/A,Cameron Peupion,Peupion,Cameron Peupion,5,UNMATCHED_RESERVE,Deterministic Normalized Name Match
989,2023-24,816,263370,ValentÃ­n Barco,Barco,Valentín Barco,5,EXACT,Deterministic Normalized Name Match
990,2023-24,843,N/A,Samy Chouchane,Chouchane,Samy Chouchane,5,UNMATCHED_RESERVE,Deterministic Normalized Name Match
991,2023-24,845,N/A,Odeluga Offiah,Offiah,Odeluga Offiah,5,UNMATCHED_RESERVE,Deterministic Normalized Name Match
992,2023-24,861,N/A,NoÃ«l Atom,Atom,NoÃ«l Atom,5,UNMATCHED_RESERVE,Deterministic Normalized Name Match
993,2023-24,156,N/A,Enock Agyei,Agyei,Enock Agyei,6,UNMATCHED_RESERVE,Deterministic Normalized Name Match
994,2023-24,157,263573,Ameen Al-Dakhil,Al-Dakhil,Ameen Al Dakhil,6,EXACT,Deterministic Normalized Name Match
995,2023-24,158,223926,Samuel Bastien,Bastien,Samuel Bastien,6,EXACT,Deterministic Normalized Name Match
996,2023-24,159,N/A,Manuel Benson Hedilazio,Benson,Manuel Benson Hedilazio,6,UNMATCHED_RESERVE,Deterministic Normalized Name Match
997,2023-24,160,242660,Jordan Beyer,Beyer,Jordan Beyer,6,EXACT,Deterministic Normalized Name Match
998,2023-24,161,N/A,Josh Brownhill,Brownhill,Josh Brownhill,6,UNMATCHED_RESERVE,Deterministic Normalized Name Match
999,2023-24,162,251545,Darko Churlinov,Churlinov,Darko Churlinov,6,EXACT,Deterministic Normalized Name Match
1000,2023-24,163,N/A,Jack Cork,Cork,Jack Cork,6,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1001,2023-24,164,271018,Dara Costelloe,Costelloe,Dara Costelloe,6,EXACT,Deterministic Normalized Name Match
1002,2023-24,165,228151,Josh Cullen,Cullen,Josh Cullen,6,EXACT,Deterministic Normalized Name Match
1003,2023-24,166,268131,CJ Egan-Riley,Egan-Riley,CJ Egan-Riley,6,EXACT,Deterministic Normalized Name Match
1004,2023-24,167,252316,Hjalmar Ekdal,Ekdal,Hjalmar Ekdal,6,EXACT,Deterministic Normalized Name Match
1005,2023-24,168,241173,Lyle Foster,Foster,Lyle Foster,6,EXACT,Deterministic Normalized Name Match
1006,2023-24,169,N/A,Denis Franchi,Franchi,Denis Franchi,6,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1007,2023-24,170,N/A,JÃ³hann Berg Gudmundsson,Gudmundsson,JÃ³hann Berg Gudmundsson,6,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1008,2023-24,171,247395,Luke McNally,McNally,Luke McNally,6,EXACT,Deterministic Normalized Name Match
1009,2023-24,172,N/A,Arijanet Muric,Muric,Arijanet Muric,6,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1010,2023-24,173,235405,Dara O'Shea,O'Shea,Dara O'Shea,6,EXACT,Deterministic Normalized Name Match
1011,2023-24,174,242265,Michael Obafemi,Obafemi,Michael Obafemi,6,EXACT,Deterministic Normalized Name Match
1012,2023-24,175,229091,Bailey Peacock-Farrell,Peacock-Farrell,Bailey Peacock-Farrell,6,EXACT,Deterministic Normalized Name Match
1013,2023-24,176,225147,Connor Roberts,Roberts,Connor Roberts,6,EXACT,Deterministic Normalized Name Match
1014,2023-24,177,169792,Jay Rodriguez,Rodriguez,Jay Rodriguez,6,EXACT,Deterministic Normalized Name Match
1015,2023-24,178,204760,Charlie Taylor,Taylor,Charlie Taylor,6,EXACT,Deterministic Normalized Name Match
1016,2023-24,179,257253,Bobby Thomas,Thomas,Bobby Thomas,6,EXACT,Deterministic Normalized Name Match
1017,2023-24,180,237619,Scott Twine,Twine,Scott Twine,6,EXACT,Deterministic Normalized Name Match
1018,2023-24,181,213413,Lawrence Vigouroux,Vigouroux,Lawrence Vigouroux,6,EXACT,Deterministic Normalized Name Match
1019,2023-24,182,N/A,Victor da Silva,Vitinho,Victor da Silva,6,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1020,2023-24,183,223689,Wout Weghorst,Weghorst,Wout Weghorst,6,EXACT,Deterministic Normalized Name Match
1021,2023-24,184,260843,Anass Zaroury,Zaroury,Anass Zaroury,6,EXACT,Deterministic Normalized Name Match
1022,2023-24,200,N/A,David Datro Fofana,D.D.Fofana,David Datro Fofana,6,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1023,2023-24,475,228092,Sander Berge,Berge,Sander Berge,6,EXACT,Deterministic Normalized Name Match
1024,2023-24,594,262642,Zeki Amdouni,Amdouni,Zeki Amdouni,6,EXACT,Deterministic Normalized Name Match
1025,2023-24,596,263063,James Trafford,Trafford,James Trafford,6,EXACT,Deterministic Normalized Name Match
1026,2023-24,600,N/A,Nathan Redmond,Redmond,Nathan Redmond,6,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1027,2023-24,605,266041,Luca Koleosho,Koleosho,Luca Koleosho,6,EXACT,Deterministic Normalized Name Match
1028,2023-24,608,227503,Jacob Bruun Larsen,Bruun Larsen,Jacob Bruun Larsen,6,EXACT,Deterministic Normalized Name Match
1029,2023-24,622,264505,Owen Dodgson,Dodgson,Owen Dodgson,6,EXACT,Deterministic Normalized Name Match
1030,2023-24,660,270579,Wilson Odobert,Odobert,Wilson Odobert,6,EXACT,Deterministic Normalized Name Match
1031,2023-24,674,237440,Hannes Delcroix,Delcroix,Hannes Delcroix,6,EXACT,Deterministic Normalized Name Match
1032,2023-24,675,266270,Aaron Ramsey,A.Ramsey,Aaron Ramsey,6,EXACT,Deterministic Normalized Name Match
1033,2023-24,694,246594,Han-Noah Massengo,Massengo,Han-Noah Massengo,6,EXACT,Deterministic Normalized Name Match
1034,2023-24,706,253150,Mike TrÃ©sor,M.TrÃ©sor,Mike Trésor,6,EXACT,Deterministic Normalized Name Match
1035,2023-24,805,260574,Lorenz Assignon,Assignon,Lorenz Assignon,6,EXACT,Deterministic Normalized Name Match
1036,2023-24,806,N/A,Maxime Esteve,EstÃ¨ve,Maxime Esteve,6,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1037,2023-24,126,N/A,MoisÃ©s Caicedo Corozo,Caicedo,MoisÃ©s Caicedo Corozo,7,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1038,2023-24,145,228789,Robert SÃ¡nchez,Sanchez,Robert Sánchez,7,EXACT,Deterministic Normalized Name Match
1039,2023-24,185,235735,Ethan Ampadu,Ampadu,Ethan Ampadu,7,EXACT,Deterministic Normalized Name Match
1040,2023-24,186,N/A,Andrey Nascimento dos Santos,Andrey,Andrey Nascimento dos Santos,7,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1041,2023-24,187,N/A,Kepa Arrizabalaga,Arrizabalaga,Kepa Arrizabalaga,7,UNMATCHED_RESERVE,Deterministic Normalized Name Match
1042,2023-24,188,188567,Pierre-Emerick Aubameyang,Aubameyang,Pierre-Emerick Aubameyang,7,EXACT,Deterministic Normalized Name Match
1043,2023-24,189,N/A,CÃ©sar Azpilicueta,Azpilicueta,CÃ©sar Azpilicueta,7,UNMATCHED_RESERVE,Deterministic Normalized Name Match
