season,fixture_id,kickoff_time,team,opponent,was_home,player_name,position,is_starter,minutes_played,source,temporal_validity
2022-23,343,2023-05-08T14:00:00Z,Fulham,10,True,Harry Wilson,MID,1,81,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,343,2023-05-08T14:00:00Z,Fulham,10,True,Kenny Tete,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,343,2023-05-08T14:00:00Z,Fulham,10,True,Antonee Robinson,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,343,2023-05-08T14:00:00Z,Fulham,10,True,Carlos VinÃ­cius Alves Morais,FWD,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,343,2023-05-08T14:00:00Z,Fulham,10,True,Tom Cairney,MID,1,81,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,343,2023-05-08T14:00:00Z,Fulham,10,True,Harrison Reed,MID,1,76,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,343,2023-05-08T14:00:00Z,Leicester,9,False,Dennis Praet,MID,1,45,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,343,2023-05-08T14:00:00Z,Leicester,9,False,Wout Faes,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,343,2023-05-08T14:00:00Z,Leicester,9,False,Daniel Iversen,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,343,2023-05-08T14:00:00Z,Leicester,9,False,Victor Kristiansen,DEF,1,75,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,343,2023-05-08T14:00:00Z,Leicester,9,False,Harvey Barnes,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,343,2023-05-08T14:00:00Z,Leicester,9,False,Jamie Vardy,FWD,1,75,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,343,2023-05-08T14:00:00Z,Leicester,9,False,Boubakary SoumarÃ©,MID,1,75,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,343,2023-05-08T14:00:00Z,Leicester,9,False,Timothy Castagne,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,343,2023-05-08T14:00:00Z,Leicester,9,False,James Maddison,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,343,2023-05-08T14:00:00Z,Leicester,9,False,Youri Tielemans,MID,1,59,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,343,2023-05-08T14:00:00Z,Leicester,9,False,Ãaglar SÃ¶yÃ¼ncÃ¼,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Brentford,12,False,Ben Mee,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Brentford,12,False,Ivan Toney,FWD,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Brentford,12,False,Vitaly Janelt,MID,1,81,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Brentford,12,False,David Raya Martin,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Brentford,12,False,Aaron Hickey,DEF,1,87,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Brentford,12,False,Bryan Mbeumo,FWD,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Brentford,12,False,Mathias Jorgensen,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Brentford,12,False,Frank Onyeka,MID,1,71,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Brentford,12,False,Rico Henry,DEF,1,71,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Brentford,12,False,Mathias Jensen,MID,1,81,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Brentford,12,False,Ethan Pinnock,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Liverpool,4,True,Alisson Ramses Becker,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Liverpool,4,True,Ibrahima KonatÃ©,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Liverpool,4,True,Diogo Teixeira da Silva,FWD,1,72,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Liverpool,4,True,Trent Alexander-Arnold,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Liverpool,4,True,Mohamed Salah,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Liverpool,4,True,Fabio Henrique Tavares,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Liverpool,4,True,Curtis Jones,MID,1,81,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Liverpool,4,True,Andrew Robertson,DEF,1,81,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Liverpool,4,True,Cody Gakpo,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Liverpool,4,True,Virgil van Dijk,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,344,2023-05-06T16:30:00Z,Liverpool,4,True,Darwin NÃºÃ±ez Ribeiro,FWD,1,64,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Leeds,13,False,Jack Harrison,MID,1,64,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Leeds,13,False,Luke Ayling,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Leeds,13,False,Maximilian WÃ¶ber,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Leeds,13,False,Weston McKennie,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Leeds,13,False,Adam Forshaw,MID,1,79,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Leeds,13,False,Junior Firpo Adames,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Leeds,13,False,Patrick Bamford,FWD,1,79,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Leeds,13,False,Joel Robles,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Leeds,13,False,Marc Roca JunquÃ©,MID,1,58,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Leeds,13,False,Rasmus Kristensen,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Leeds,13,False,Wilfried Gnonto,FWD,1,57,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Man City,11,True,Erling Haaland,FWD,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Man City,11,True,Phil Foden,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Man City,11,True,Kevin De Bruyne,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Man City,11,True,Ederson Santana de Moraes,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Man City,11,True,JuliÃ¡n Ãlvarez,FWD,1,86,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Man City,11,True,Nathan AkÃ©,DEF,1,53,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Man City,11,True,Aymeric Laporte,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Man City,11,True,Rico Lewis,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Man City,11,True,Ilkay GÃ¼ndogan,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Man City,11,True,Manuel Akanji,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,345,2023-05-06T14:00:00Z,Man City,11,True,Riyad Mahrez,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Arsenal,15,False,Bukayo Saka,MID,1,86,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Arsenal,15,False,Jakub Kiwior,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Arsenal,15,False,Aaron Ramsdale,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Arsenal,15,False,Granit Xhaka,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Arsenal,15,False,Jorge Luiz Frello Filho,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Arsenal,15,False,Oleksandr Zinchenko,DEF,1,60,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Arsenal,15,False,Benjamin White,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Arsenal,15,False,Gabriel Martinelli Silva,MID,1,79,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Arsenal,15,False,Gabriel Fernando de Jesus,FWD,1,86,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Arsenal,15,False,Gabriel dos Santos MagalhÃ£es,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Arsenal,15,False,Martin Ãdegaard,MID,1,79,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Newcastle,1,True,Fabian SchÃ¤r,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Newcastle,1,True,Joe Willock,MID,1,77,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Newcastle,1,True,Alexander Isak,FWD,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Newcastle,1,True,Kieran Trippier,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Newcastle,1,True,Joelinton CÃ¡ssio ApolinÃ¡rio de Lira,MID,1,80,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Newcastle,1,True,Sven Botman,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Newcastle,1,True,Jacob Murphy,MID,1,64,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Newcastle,1,True,Callum Wilson,FWD,1,77,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Newcastle,1,True,Dan Burn,DEF,1,81,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Newcastle,1,True,Bruno GuimarÃ£es Rodriguez Moura,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,346,2023-05-07T15:30:00Z,Newcastle,1,True,Nick Pope,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Nott'm Forest,17,True,Brennan Johnson,FWD,1,80,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Nott'm Forest,17,True,Keylor Navas,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Nott'm Forest,17,True,Orel Mangala,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Nott'm Forest,17,True,Danilo dos Santos de Oliveira,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Nott'm Forest,17,True,Taiwo Awoniyi,FWD,1,80,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Nott'm Forest,17,True,Morgan Gibbs-White,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Nott'm Forest,17,True,Moussa NiakhatÃ©,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Nott'm Forest,17,True,Serge Aurier,DEF,1,63,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Nott'm Forest,17,True,Felipe Augusto de Almeida Monteiro,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Nott'm Forest,17,True,Ryan Yates,MID,1,69,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Nott'm Forest,17,True,Renan Augusto Lodi dos Santos,DEF,1,80,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Southampton,16,False,Che Adams,FWD,1,75,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Southampton,16,False,RomÃ©o Lavia,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Southampton,16,False,Stuart Armstrong,MID,1,75,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Southampton,16,False,Armel Bella-Kotchap,DEF,1,37,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Southampton,16,False,Ainsley Maitland-Niles,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Southampton,16,False,Jan Bednarek,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Southampton,16,False,Carlos Alcaraz,MID,1,75,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Southampton,16,False,Kyle Walker-Peters,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Southampton,16,False,James Ward-Prowse,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Southampton,16,False,Alex McCarthy,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,347,2023-05-08T19:00:00Z,Southampton,16,False,Theo Walcott,MID,1,60,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Crystal Palace,18,False,Cheick DoucourÃ©,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Crystal Palace,18,False,Joachim Andersen,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Crystal Palace,18,False,Tyrick Mitchell,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Crystal Palace,18,False,Wilfried Zaha,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Crystal Palace,18,False,Michael Olise,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Crystal Palace,18,False,Joel Ward,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Crystal Palace,18,False,Sam Johnstone,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Crystal Palace,18,False,Jeffrey Schlupp,MID,1,73,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Crystal Palace,18,False,Jordan Ayew,MID,1,83,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Crystal Palace,18,False,Marc GuÃ©hi,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Crystal Palace,18,False,Eberechi Eze,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Spurs,7,True,Fraser Forster,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Spurs,7,True,Cristian Romero,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Spurs,7,True,Pierre-Emile HÃ¸jbjerg,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Spurs,7,True,Son Heung-min,MID,1,88,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Spurs,7,True,Emerson Leite de Souza Junior,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Spurs,7,True,Richarlison de Andrade,FWD,1,78,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Spurs,7,True,Ben Davies,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Spurs,7,True,Harry Kane,FWD,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Spurs,7,True,Pedro Porro,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Spurs,7,True,ClÃ©ment Lenglet,DEF,1,87,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,348,2023-05-06T14:00:00Z,Spurs,7,True,Oliver Skipp,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,Man Utd,19,False,Christian Eriksen,MID,1,73,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,Man Utd,19,False,Bruno Borges Fernandes,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,Man Utd,19,False,Marcus Rashford,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,Man Utd,19,False,Antony Matheus dos Santos,MID,1,73,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,Man Utd,19,False,Wout Weghorst,FWD,1,56,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,Man Utd,19,False,David De Gea Quintana,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,Man Utd,19,False,Luke Shaw,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,Man Utd,19,False,Aaron Wan-Bissaka,DEF,1,86,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,Man Utd,19,False,Tyrell Malacia,DEF,1,87,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,Man Utd,19,False,Carlos Henrique Casimiro,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,Man Utd,19,False,Victor LindelÃ¶f,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,West Ham,14,True,Lucas Tolentino Coelho de Lima,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,West Ham,14,True,Declan Rice,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,West Ham,14,True,Angelo Ogbonna,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,West Ham,14,True,Jarrod Bowen,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,West Ham,14,True,SaÃ¯d Benrahma,MID,1,86,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,West Ham,14,True,Tomas Soucek,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,West Ham,14,True,Michail Antonio,FWD,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,West Ham,14,True,Nayef Aguerd,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,West Ham,14,True,Thilo Kehrer,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,West Ham,14,True,Lukasz Fabianski,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,349,2023-05-07T18:00:00Z,West Ham,14,True,Aaron Cresswell,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,350,2023-05-06T14:00:00Z,Aston Villa,20,False,Bertrand TraorÃ©,MID,1,45,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,350,2023-05-06T14:00:00Z,Aston Villa,20,False,Alexandre Moreno Lopera,DEF,1,84,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,350,2023-05-06T14:00:00Z,Aston Villa,20,False,Emiliano BuendÃ­a Stati,MID,1,80,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,350,2023-05-06T14:00:00Z,Aston Villa,20,False,Ezri Konsa Ngoyo,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,350,2023-05-06T14:00:00Z,Aston Villa,20,False,Ollie Watkins,FWD,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,350,2023-05-06T14:00:00Z,Aston Villa,20,False,Jacob Ramsey,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,350,2023-05-06T14:00:00Z,Aston Villa,20,False,John McGinn,MID,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,350,2023-05-06T14:00:00Z,Aston Villa,20,False,Tyrone Mings,DEF,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
2022-23,350,2023-05-06T14:00:00Z,Aston Villa,20,False,Emiliano MartÃ­nez Romero,GK,1,90,FPL Official Lineup Logs,VERIFIED_1_HOUR_PRE_KICKOFF
