player_id,player,club,pos,price,gw1_xp,gw2_xp,delta,attack_delta,defence_delta,style_delta,sp_delta
224,Eddie Nketiah,Crystal Palace,FWD,5.5,4.78,4.88,0.1,0.19,0.11,-0.03,-0.07
225,Christantus Uche,Crystal Palace,FWD,5.0,4.34,4.21,-0.13,-0.05,-0.03,-0.17,0.09
241,Dwight McNeil,Crystal Palace,MID,5.5,4.27,4.15,-0.12,-0.2,-0.25,0.09,0.05
555,Remi Matthews,Crystal Palace,GK,4.0,3.19,3.46,0.27,0.32,-0.21,-0.03,0.13
577,Takehiro Tomiyasu,Crystal Palace,DEF,4.5,3.41,3.51,0.1,0.1,-0.06,-0.11,0.15
588,Anan Khalaili,Crystal Palace,DEF,5.0,3.81,3.69,-0.12,0.28,-0.16,-0.14,-0.14
595,Zavier Gozo,Crystal Palace,MID,5.0,3.98,4.13,0.15,-0.09,0.22,-0.01,0.14
21,Christian Nørgaard,Everton,MID,5.0,4.38,4.9,0.52,0.26,0.17,0.14,0.1
209,Brennan Johnson,Everton,MID,6.0,4.73,4.61,-0.12,0.09,-0.22,-0.23,0.13
226,Jordan Pickford,Everton,GK,5.5,4.06,3.92,-0.14,0.21,-0.01,-0.19,-0.11
227,Mark Travers,Everton,GK,5.0,3.76,3.52,-0.24,-0.05,-0.18,-0.0,-0.13
228,Tom King,Everton,GK,4.5,3.13,2.97,-0.16,-0.16,0.18,-0.09,-0.01
229,James Tarkowski,Everton,DEF,6.0,4.0,3.76,-0.24,-0.3,-0.06,-0.01,0.03
230,Jarrad Branthwaite,Everton,DEF,5.5,3.92,4.12,0.2,0.14,0.22,0.14,-0.14
231,Michael Keane,Everton,DEF,5.0,3.7,3.55,-0.15,-0.28,-0.15,0.24,-0.11
232,Jake O'Brien,Everton,DEF,5.0,3.58,3.57,-0.01,0.08,0.12,0.03,-0.15
233,Vitalii Mykolenko,Everton,DEF,4.5,3.18,2.88,-0.3,0.01,-0.25,-0.07,-0.14
234,Nathan Patterson,Everton,DEF,4.5,3.68,3.63,-0.05,-0.07,-0.22,0.03,0.06
235,Adam Aznou,Everton,DEF,4.0,3.39,2.98,-0.41,-0.21,-0.2,-0.2,0.04
236,Kiernan Dewsbury-Hall,Everton,MID,6.5,5.03,4.66,-0.37,-0.33,0.26,-0.22,0.01
237,Iliman Ndiaye,Everton,MID,6.0,4.87,5.23,0.36,0.26,0.13,0.15,-0.05
239,James Garner,Everton,MID,6.0,4.62,4.6,-0.02,-0.29,0.24,0.02,0.1
240,Tim Iroegbunam,Everton,MID,5.0,3.89,3.97,0.08,0.1,0.02,0.12,-0.13
242,Tyrique George,Everton,MID,5.5,4.76,4.65,-0.11,-0.18,-0.2,0.19,-0.08
243,Carlos Alcaraz Durán,Everton,MID,5.0,4.2,4.23,0.03,-0.11,-0.19,0.14,0.05
244,Harrison Armstrong,Everton,MID,5.0,4.53,4.62,0.09,0.04,0.13,-0.14,0.15
245,Tyler Dibling,Everton,MID,5.5,4.1,4.08,-0.02,0.11,-0.18,0.09,-0.13
246,Merlin Röhl,Everton,MID,5.0,4.37,4.48,0.11,-0.17,-0.02,0.18,0.07
247,Hayden Hackney,Everton,MID,5.5,4.11,4.12,0.01,-0.05,-0.09,-0.06,0.15
248,Norberto Bercique Gomes Betuncal,Everton,FWD,5.5,4.42,4.69,0.27,0.26,0.05,-0.03,0.07
249,Thierno Barry,Everton,FWD,5.5,4.49,4.68,0.19,0.26,0.24,-0.04,-0.07
250,Bernd Leno,Fulham,GK,4.5,3.63,3.89,0.26,0.29,-0.17,0.06,0.04
251,Benjamin Lecomte,Fulham,GK,4.0,3.07,3.01,-0.06,-0.26,0.13,0.2,-0.1
252,Alfie McNally,Fulham,GK,4.0,3.07,3.44,0.37,0.33,-0.19,0.18,-0.0
253,Joachim Andersen,Fulham,DEF,5.0,3.77,3.94,0.17,0.26,-0.03,0.01,-0.04
254,Antonee Robinson,Fulham,DEF,4.5,3.58,3.52,-0.06,-0.24,-0.07,0.23,-0.07
255,Jorge Cuenca Barreno,Fulham,DEF,4.5,3.44,3.37,-0.07,-0.12,0.16,-0.18,0.14
256,Kenny Tete,Fulham,DEF,4.5,3.36,2.95,-0.41,-0.18,-0.26,-0.17,0.01
257,Calvin Bassey,Fulham,DEF,4.5,3.61,3.69,0.08,0.23,-0.04,-0.13,0.04
258,Timothy Castagne,Fulham,DEF,4.5,3.58,3.16,-0.42,-0.23,-0.2,-0.23,0.07
261,Alex Iwobi,Fulham,MID,5.5,4.69,4.94,0.25,-0.02,0.21,0.15,0.03
262,Emile Smith Rowe,Fulham,MID,5.5,4.45,3.94,-0.51,-0.21,-0.23,-0.12,-0.13
263,Kevin Santos Lopes de Macedo,Fulham,MID,5.5,4.73,4.67,-0.06,0.31,-0.28,-0.19,-0.01
264,Oscar Bobb,Fulham,MID,5.5,4.77,4.33,-0.44,-0.13,0.0,-0.23,-0.11
265,Sander Berge,Fulham,MID,5.0,4.46,4.87,0.41,0.33,-0.3,0.23,0.04
266,Tom Cairney,Fulham,MID,5.0,3.95,3.97,0.02,-0.03,0.01,-0.01,0.05
268,Josh King,Fulham,MID,5.5,4.55,4.25,-0.3,-0.33,-0.12,0.1,-0.09
269,Ryan Sessegnon,Fulham,DEF,4.5,3.73,3.97,0.24,0.33,-0.24,0.09,-0.02
270,Harrison Reed,Fulham,MID,4.5,4.1,4.26,0.16,-0.23,0.12,0.17,0.13
271,Rodrigo Muniz Carvalho,Fulham,FWD,5.5,4.1,4.33,0.23,-0.0,0.07,0.18,0.02
272,Jonah Kusi-Asare,Fulham,FWD,4.5,4.08,4.36,0.28,0.3,0.11,0.09,-0.09
569,Gonzalo García,Fulham,FWD,6.0,5.0,4.83,-0.17,-0.07,0.09,-0.2,0.05
570,César Palacios,Fulham,MID,5.5,4.63,4.55,-0.08,-0.32,0.29,-0.05,0.11
580,Shea Charles,Fulham,MID,5.0,4.08,4.34,0.26,0.05,0.14,0.19,-0.03
610,Luc De Fougerolles,Fulham,DEF,4.0,3.2,3.59,0.39,0.12,0.18,0.13,0.09
273,Dillon Phillips,Hull City,GK,4.0,3.13,3.08,-0.05,0.22,-0.23,0.02,-0.15
274,Jack Butland,Hull City,GK,4.5,3.43,3.4,-0.03,-0.09,-0.06,0.1,-0.03
275,Harvey Cartwright,Hull City,GK,4.0,3.32,2.87,-0.45,-0.18,-0.08,-0.14,-0.13
276,Thimothée Lo-Tutala,Hull City,GK,4.0,3.5,3.56,0.06,0.12,0.07,-0.02,-0.04
277,John Egan,Hull City,DEF,4.0,3.17,2.88,-0.29,0.01,-0.01,-0.24,-0.05
278,Charlie Hughes,Hull City,DEF,4.0,3.44,3.45,0.01,-0.07,0.05,0.02,0.03
279,Semi Ajayi,Hull City,DEF,4.0,3.04,3.36,0.32,0.22,0.13,0.23,-0.14
280,Lewie Coyle,Hull City,DEF,4.0,3.55,3.43,-0.12,-0.34,0.09,0.2,-0.08
281,Cody Drameh,Hull City,DEF,4.0,3.24,2.91,-0.33,-0.31,0.26,-0.07,-0.12
282,Ryan Giles,Hull City,DEF,4.0,3.28,3.08,-0.2,-0.17,-0.13,-0.1,0.09
283,Matty Jacob,Hull City,DEF,4.0,3.19,3.15,-0.04,-0.13,0.07,0.11,-0.07
284,Cathal McCarthy,Hull City,DEF,4.0,3.27,2.98,-0.29,-0.26,-0.19,0.09,-0.1
285,Paddy McNair,Hull City,DEF,4.0,3.57,3.55,-0.02,0.15,-0.24,0.03,-0.07
286,Mohamed Belloumi,Hull City,MID,5.0,4.29,4.24,-0.05,-0.01,0.18,0.03,-0.14
287,Liam Millar,Hull City,MID,5.0,4.01,4.57,0.56,0.32,0.06,0.16,0.12
288,Kieran Dowell,Hull City,MID,4.5,4.25,4.18,-0.07,-0.2,0.07,-0.04,0.1
289,Matt Crooks,Hull City,MID,4.5,4.2,4.13,-0.07,-0.1,-0.16,0.14,-0.07
290,Regan Slater,Hull City,MID,4.5,3.94,3.78,-0.16,-0.05,0.1,-0.2,0.04
291,Eliot Matazo,Hull City,MID,4.5,3.77,3.97,0.2,0.06,-0.2,0.12,0.11
292,Abdülkadir Ömür,Hull City,MID,5.0,4.23,3.99,-0.24,-0.28,-0.29,0.07,0.03
293,Abu Kamara,Hull City,MID,5.0,4.54,4.41,-0.13,-0.19,-0.07,0.05,-0.0
294,Óscar Zambrano,Hull City,MID,4.5,4.12,3.9,-0.22,-0.25,0.12,-0.05,-0.02
295,Oli McBurnie,Hull City,FWD,5.5,4.59,4.5,-0.09,0.13,0.29,-0.19,-0.12
296,David Akintola,Hull City,MID,5.0,4.48,4.13,-0.35,0.05,-0.14,-0.21,-0.12
297,Darko Gyabi,Hull City,MID,4.5,3.67,3.27,-0.4,-0.22,-0.11,-0.14,-0.04
298,Enis Destan,Hull City,FWD,4.5,4.0,3.97,-0.03,0.01,-0.26,0.15,-0.08
299,Mason Burstow,Hull City,FWD,4.5,3.85,4.07,0.22,0.27,0.09,0.02,-0.05
340,Joe Gelhardt,Hull City,MID,5.0,4.36,4.68,0.32,0.12,0.3,0.08,0.02
556,Matt Targett,Hull City,DEF,4.0,3.02,3.07,0.05,-0.02,-0.26,0.03,0.14
563,Hidemasa Morita,Hull City,MID,5.0,4.17,4.1,-0.07,0.13,-0.18,0.02,-0.12
572,Konstantinos Tzolakis,Hull City,GK,4.5,3.77,4.05,0.28,0.18,-0.09,0.08,0.09
574,Jens Hjertø-Dahl,Hull City,MID,5.0,4.5,4.3,-0.2,-0.19,-0.06,-0.17,0.15
576,Elliot Stroud,Hull City,MID,5.0,3.91,4.07,0.16,0.03,0.21,0.01,0.04
585,Lucas Herrington,Hull City,DEF,4.0,3.4,3.7,0.3,0.18,-0.22,0.16,0.08
586,Nobel Mendy,Hull City,DEF,4.0,2.96,2.5,-0.46,-0.32,-0.12,-0.12,-0.04
589,Lucas Gourna-Douath,Hull City,MID,5.0,4.16,4.29,0.13,0.31,0.03,-0.1,-0.03
617,Mohamed-Ali Cho,Hull City,MID,5.0,4.54,4.81,0.27,0.07,0.01,0.21,-0.0
259,Issa Diop,Ipswich Town,DEF,4.0,3.47,3.7,0.23,0.25,-0.17,0.22,-0.12
267,Saša Lukić,Ipswich Town,MID,5.0,4.4,4.7,0.3,-0.08,0.23,0.18,0.09
300,Christian Walton,Ipswich Town,GK,4.5,3.61,3.25,-0.36,-0.14,-0.25,-0.05,-0.1
301,Alex Palmer,Ipswich Town,GK,4.0,2.99,3.19,0.2,-0.11,0.29,0.07,0.1
302,David Button,Ipswich Town,GK,4.0,3.44,3.76,0.32,0.25,0.25,-0.01,0.03
303,Cédric Kipré,Ipswich Town,DEF,4.0,3.16,2.82,-0.34,-0.23,0.0,-0.05,-0.11
304,Dara O'Shea,Ipswich Town,DEF,4.0,3.28,2.89,-0.39,-0.3,-0.28,-0.18,0.14
305,Leif Davis,Ipswich Town,DEF,4.0,3.21,3.37,0.16,0.33,-0.04,-0.09,0.0
306,Jacob Greaves,Ipswich Town,DEF,4.0,3.36,3.07,-0.29,-0.28,0.08,-0.14,0.04
307,Ben Johnson,Ipswich Town,DEF,4.0,2.94,2.77,-0.17,-0.24,-0.26,0.14,-0.01
308,Darnell Furlong,Ipswich Town,DEF,4.0,3.07,3.49,0.42,0.35,-0.27,0.1,0.15
309,Marcelino Núñez,Ipswich Town,MID,5.0,4.33,3.82,-0.51,-0.25,-0.23,-0.1,-0.12
310,Azor Matusiwa,Ipswich Town,MID,5.0,4.28,4.38,0.1,-0.31,0.01,0.25,0.09
311,Wes Burns,Ipswich Town,MID,5.0,3.94,3.85,-0.09,-0.14,0.07,0.01,-0.02
312,Jack Taylor,Ipswich Town,MID,4.5,3.91,3.92,0.01,0.27,-0.03,-0.15,-0.04
313,Jack Clarke,Ipswich Town,MID,5.5,4.37,4.59,0.22,0.23,0.14,0.13,-0.15
314,Chiedozie Ogbene,Ipswich Town,MID,5.0,3.95,3.79,-0.16,-0.01,-0.29,-0.12,0.08
315,Abdul Fatawu,Ipswich Town,MID,5.5,4.76,4.39,-0.37,0.02,-0.17,-0.24,-0.08
316,Emersonn Correia da Silva,Ipswich Town,FWD,5.5,4.46,4.61,0.15,0.21,0.28,-0.01,-0.12
317,George Hirst,Ipswich Town,FWD,5.0,3.96,3.82,-0.14,-0.03,0.21,-0.2,-0.0
318,Jaden Philogene,Ipswich Town,MID,5.5,4.36,4.27,-0.09,-0.12,0.14,-0.01,-0.04
319,Sam Szmodics,Ipswich Town,MID,5.0,4.4,4.78,0.38,-0.03,0.17,0.2,0.14
320,Chuba Akpom,Ipswich Town,FWD,5.0,4.44,4.28,-0.16,-0.13,0.11,-0.03,-0.07
321,Sindre Walle Egeli,Ipswich Town,FWD,4.5,4.08,3.94,-0.14,-0.32,0.24,-0.02,0.04
322,Ali Al-Hamadi,Ipswich Town,FWD,5.0,4.21,4.4,0.19,0.28,0.08,0.06,-0.13
323,Kasey McAteer,Ipswich Town,MID,4.5,3.65,3.57,-0.08,-0.24,0.14,0.01,0.05
324,Anis Mehmeti,Ipswich Town,MID,5.0,3.86,3.34,-0.52,-0.29,0.13,-0.21,-0.13
554,Kayne van Oevelen,Ipswich Town,GK,4.5,3.36,3.54,0.18,0.32,0.14,-0.07,-0.06
562,Daizen Maeda,Ipswich Town,MID,5.5,4.15,4.08,-0.07,0.19,0.1,-0.16,-0.1
564,Kjell Scherpen,Ipswich Town,GK,4.5,3.18,3.07,-0.11,0.11,0.16,-0.12,-0.14
571,Florentino Ibrain Morris Luís,Ipswich Town,MID,5.0,4.12,4.51,0.39,0.33,-0.12,0.13,0.04
591,Julio Enciso,Ipswich Town,MID,5.5,4.53,4.41,-0.12,-0.21,-0.23,0.06,0.08
592,Abdoul Ouattara,Ipswich Town,DEF,4.0,3.1,3.33,0.23,0.02,-0.27,0.23,0.09
602,Cameron Humphreys,Ipswich Town,MID,4.5,4.19,4.6,0.41,0.34,0.06,0.04,0.07
619,Exequiel Palacios,Ipswich Town,MID,5.0,4.01,4.06,0.05,0.11,-0.22,-0.08,0.13
260,Harry Wilson,Leeds,MID,6.5,5.19,5.1,-0.09,-0.09,-0.04,-0.03,0.03
326,Lucas Estella Perri,Leeds,GK,4.5,3.57,3.3,-0.27,-0.18,-0.23,-0.15,0.12
327,Jaka Bijol,Leeds,DEF,5.0,3.99,4.23,0.24,-0.15,0.19,0.18,0.1
329,Joe Rodon,Leeds,DEF,4.5,3.63,3.63,0.0,-0.17,0.15,-0.02,0.1
330,Jayden Bogle,Leeds,DEF,4.5,3.81,3.85,0.04,0.19,0.09,-0.16,0.01
331,Gabriel Gudmundsson,Leeds,DEF,4.5,3.63,3.49,-0.14,0.31,-0.27,-0.17,-0.11
332,James Justin,Leeds,DEF,4.5,3.63,3.84,0.21,0.22,-0.17,0.0,0.1
333,Sebastiaan Bornauw,Leeds,DEF,4.5,3.52,3.5,-0.02,0.03,0.05,0.0,-0.06
334,Tarik Muharemović,Leeds,DEF,5.0,3.46,3.8,0.34,0.13,0.22,0.07,0.08
335,Anton Stach,Leeds,MID,6.0,4.99,4.79,-0.2,-0.03,-0.29,-0.13,0.07
336,Noah Okafor,Leeds,MID,6.0,4.69,4.5,-0.19,-0.28,-0.06,0.15,-0.09
337,Brenden Aaronson,Leeds,MID,5.5,4.63,4.59,-0.04,0.16,0.07,-0.16,-0.04
338,Ethan Ampadu,Leeds,MID,5.5,4.6,4.5,-0.1,0.04,-0.3,0.13,-0.14
339,Sean Longstaff,Leeds,MID,5.0,3.95,3.77,-0.18,-0.21,0.27,-0.07,-0.05
341,Wilfried Gnonto,Leeds,MID,5.0,4.16,4.35,0.19,-0.14,0.23,0.25,-0.04
342,Jack Harrison,Leeds,MID,5.0,4.14,4.38,0.24,0.16,0.23,0.05,-0.03
343,Daniel James,Leeds,MID,5.0,4.41,4.42,0.01,0.14,-0.3,0.06,-0.04
344,Ilia Gruev,Leeds,MID,5.0,3.9,3.73,-0.17,-0.28,0.05,-0.01,0.04
345,Tanaka Ao,Leeds,MID,5.0,4.32,4.44,0.12,0.06,0.04,0.03,0.03
346,Dominic Calvert-Lewin,Leeds,FWD,6.0,4.35,4.62,0.27,0.21,-0.14,0.16,-0.0
347,Lukas Nmecha,Leeds,FWD,5.5,4.63,4.54,-0.09,-0.31,-0.1,0.14,0.06
348,Joël Piroe,Leeds,FWD,5.0,4.15,3.91,-0.24,0.01,-0.04,-0.18,-0.05
349,Mateo Joseph Fernández-Regatillo,Leeds,FWD,4.5,4.32,4.14,-0.18,-0.29,-0.17,0.05,0.07
385,James Trafford,Leeds,GK,5.0,3.9,4.18,0.28,0.3,0.09,-0.04,0.04
598,Nico Elvedi,Leeds,DEF,4.5,3.52,3.42,-0.1,-0.27,-0.05,0.17,-0.03
603,Jayden Lienou,Leeds,DEF,4.0,2.92,2.77,-0.15,0.06,-0.19,-0.07,-0.05
604,Alfie Cresswell,Leeds,MID,4.5,3.83,3.55,-0.28,-0.33,0.2,-0.11,0.01
350,Alisson Becker,Liverpool,GK,5.5,4.17,4.43,0.26,0.31,-0.14,-0.04,0.11
351,Giorgi Mamardashvili,Liverpool,GK,5.0,3.44,3.31,-0.13,-0.22,0.18,-0.02,-0.01
352,Freddie Woodman,Liverpool,GK,4.0,3.41,3.21,-0.2,-0.29,0.14,-0.0,-0.02
353,Armin Pecsi,Liverpool,GK,4.0,3.43,3.45,0.02,0.19,-0.2,0.06,-0.11
354,Vitezslav Jaros,Liverpool,GK,4.0,3.1,2.95,-0.15,0.11,0.27,-0.22,-0.13
355,Harvey Davies,Liverpool,GK,4.0,3.09,3.01,-0.08,-0.17,-0.15,0.2,-0.08
356,Virgil van Dijk,Liverpool,DEF,6.5,4.37,4.51,0.14,0.18,-0.03,0.14,-0.13
357,Jeremie Frimpong,Liverpool,DEF,5.5,3.95,3.67,-0.28,-0.33,-0.26,0.2,-0.11
358,Milos Kerkez,Liverpool,DEF,5.5,4.04,4.02,-0.02,-0.06,-0.09,0.2,-0.14
359,Joe Gomez,Liverpool,DEF,5.0,3.64,4.0,0.36,0.32,0.04,0.22,-0.13
360,Conor Bradley,Liverpool,DEF,5.0,3.81,3.9,0.09,-0.17,0.14,0.24,-0.07
361,Wellity Lucky,Liverpool,DEF,4.0,3.33,3.3,-0.03,-0.21,0.04,-0.02,0.14
362,Jeremy Jacquet,Liverpool,DEF,5.0,3.53,3.1,-0.43,-0.11,-0.23,-0.17,-0.08
363,Giovanni Leoni,Liverpool,DEF,4.0,3.5,3.61,0.11,0.25,0.04,0.01,-0.12
364,Kostas Tsimikas,Liverpool,DEF,5.0,3.41,3.54,0.13,0.16,-0.26,0.1,0.01
365,Calvin Ramsay,Liverpool,DEF,4.0,3.49,3.42,-0.07,-0.03,-0.01,-0.17,0.13
366,Florian Wirtz,Liverpool,MID,7.5,5.36,5.46,0.1,0.12,-0.02,-0.04,0.05
367,Cody Gakpo,Liverpool,MID,7.0,6.5,7.0,0.5,0.17,-0.23,0.3,0.1
368,Dominik Szoboszlai,Liverpool,MID,7.0,4.79,4.69,-0.1,-0.31,0.01,0.15,-0.01
369,Rio Ngumoha,Liverpool,MID,6.0,4.53,4.4,-0.13,0.2,-0.18,-0.12,-0.1
370,Federico Chiesa,Liverpool,MID,5.5,4.7,4.81,0.11,0.18,0.01,-0.15,0.11
371,Ryan Gravenberch,Liverpool,MID,6.0,4.84,5.11,0.27,0.26,-0.16,-0.02,0.15
372,Alexis Mac Allister,Liverpool,MID,5.5,4.46,4.19,-0.27,-0.33,-0.26,-0.02,0.12
373,Curtis Jones,Liverpool,MID,5.5,4.35,4.43,0.08,-0.0,-0.24,0.08,0.1
374,Endo Wataru,Liverpool,MID,5.0,4.05,4.17,0.12,0.19,0.28,-0.15,0.01
375,Trey Nyoni,Liverpool,MID,5.0,4.13,4.47,0.34,0.2,0.05,0.07,0.09
376,Stefan Bajčetić Maquieira,Liverpool,MID,5.0,4.41,4.54,0.13,0.29,0.02,-0.17,0.06
377,Victor Munoz,Liverpool,MID,6.5,5.22,5.33,0.11,-0.13,0.21,0.2,-0.07
378,James McConnell,Liverpool,MID,4.5,4.08,3.77,-0.31,-0.25,-0.18,-0.16,0.12
379,Alexander Isak,Liverpool,FWD,9.0,7.2,7.6,0.4,0.17,-0.23,0.25,0.05
380,Hugo Ekitiké,Liverpool,FWD,7.5,5.6,5.33,-0.27,-0.24,-0.04,0.06,-0.12
381,Lewis Koumas,Liverpool,MID,5.0,4.54,4.92,0.38,0.21,0.0,0.23,-0.02
382,Jayden Danns,Liverpool,FWD,4.5,3.92,3.99,0.07,0.12,0.08,-0.17,0.11
383,Harvey Elliott,Liverpool,MID,5.5,4.58,4.31,-0.27,-0.24,-0.29,0.03,0.01
579,Ronald Araujo,Liverpool,DEF,5.5,4.18,4.33,0.15,0.27,-0.25,0.12,-0.09
238,Jack Grealish,Man City,MID,6.5,4.86,5.09,0.23,0.22,0.02,0.11,-0.06
384,Gianluigi Donnarumma,Man City,GK,5.5,4.16,4.27,0.11,0.23,-0.02,-0.07,-0.0
386,Marcus Bettinelli,Man City,GK,4.5,3.19,3.22,0.03,-0.12,-0.2,0.11,0.1
387,Nico O'Reilly,Man City,DEF,6.5,4.55,4.23,-0.32,-0.18,-0.21,-0.08,-0.01
388,Marc Guéhi,Man City,DEF,6.0,4.13,4.28,0.15,0.11,0.07,-0.07,0.1
389,Matheus Nunes,Man City,DEF,6.0,4.03,4.19,0.16,0.34,0.08,-0.19,0.05
390,Rúben dos Santos Gato Alves Dias,Man City,DEF,5.5,3.74,3.69,-0.05,0.13,-0.26,-0.16,0.11
391,Joško Gvardiol,Man City,DEF,5.5,3.94,4.21,0.27,0.24,-0.13,0.07,0.06
392,Rayan Aït-Nouri,Man City,DEF,5.5,4.04,3.57,-0.47,-0.14,-0.17,-0.23,-0.06
393,Abdukodir Khusanov,Man City,DEF,5.5,4.05,4.61,0.56,0.31,0.22,0.13,0.09
394,Max Alleyne,Man City,DEF,5.0,3.43,3.5,0.07,-0.17,0.24,0.09,0.02
395,Rico Lewis,Man City,DEF,4.5,3.39,3.54,0.15,-0.04,-0.02,0.18,0.01
396,Vitor de Oliveira Nunes dos Reis,Man City,DEF,4.5,3.64,3.63,-0.01,0.33,-0.23,-0.04,-0.14
397,Antoine Semenyo,Man City,MID,8.5,6.07,6.37,0.3,0.29,-0.13,0.18,-0.06
398,Phil Foden,Man City,MID,7.0,5.26,5.38,0.12,0.18,0.18,-0.24,0.14
399,Rayan Cherki,Man City,MID,7.5,5.06,5.03,-0.03,-0.14,0.2,-0.11,0.11
400,Jérémy Doku,Man City,MID,7.5,4.99,4.83,-0.16,0.14,0.02,-0.2,-0.08
402,Rodrigo 'Rodri' Hernandez Cascante,Man City,MID,6.5,4.74,4.67,-0.07,-0.02,-0.12,0.05,-0.06
404,Tijjani Reijnders,Man City,MID,6.0,4.77,5.11,0.34,0.17,-0.27,0.2,0.11
406,Mateo Kovačić,Man City,MID,5.5,4.25,4.11,-0.14,0.07,0.24,-0.16,-0.13
407,Claudio Echeverri,Man City,MID,5.0,4.45,4.7,0.25,0.21,-0.28,0.04,0.15
408,Kalvin Phillips,Man City,MID,5.0,3.93,4.04,0.11,0.02,-0.26,0.17,0.03
409,Divine Mukasa,Man City,MID,4.5,4.24,4.3,0.06,-0.28,0.25,0.08,0.1
410,Jeremy Monga,Man City,MID,5.0,4.15,4.11,-0.04,0.05,0.01,-0.03,-0.05
411,Erling Haaland,Man City,FWD,15.5,8.1,7.9,-0.2,-0.06,0.14,-0.15,-0.05
481,Elliot Anderson,Man City,MID,6.4,4.9,5.26,0.36,0.19,0.06,0.2,-0.02
587,Gerónimo Rulli,Man City,GK,5.0,3.71,3.83,0.12,0.09,0.06,0.1,-0.08
616,Ayyoub Bouaddi,Man City,MID,5.5,4.75,4.54,-0.21,-0.28,-0.07,-0.01,0.05
43,Youri Tielemans,Man Utd,MID,6.0,4.35,4.51,0.16,0.07,0.15,0.0,0.04
131,Carlos Baleba,Man Utd,MID,5.0,3.95,3.63,-0.32,-0.17,-0.08,-0.01,-0.14
162,Andrey Nascimento dos Santos,Man Utd,MID,5.0,3.99,3.88,-0.11,-0.16,0.28,-0.08,-0.01
325,Karl Darlow,Man Utd,GK,4.5,3.12,2.98,-0.14,0.08,-0.13,-0.15,0.0
412,Senne Lammens,Man Utd,GK,5.0,3.59,2.9,-0.69,-0.34,-0.17,-0.23,-0.12
413,Altay Bayındır,Man Utd,GK,4.5,3.77,3.9,0.13,0.21,0.04,0.01,-0.06
414,Tom Heaton,Man Utd,GK,4.0,3.14,2.92,-0.22,-0.07,-0.25,0.06,-0.12
415,Patrick Dorgu,Man Utd,MID,6.0,4.99,5.15,0.16,0.01,0.22,-0.0,0.06
416,Matthijs de Ligt,Man Utd,DEF,5.0,3.64,3.31,-0.33,-0.26,-0.14,-0.05,-0.02
417,Diogo Dalot Teixeira,Man Utd,DEF,5.0,3.93,4.2,0.27,0.29,0.13,0.05,-0.06
418,Harry Maguire,Man Utd,DEF,5.0,3.39,3.51,0.12,0.32,0.19,-0.25,0.04
419,Lisandro Martínez,Man Utd,DEF,5.0,3.43,3.3,-0.13,-0.17,-0.26,0.05,0.06
420,Leny Yoro,Man Utd,DEF,5.0,3.64,3.38,-0.26,-0.08,-0.03,-0.07,-0.11
421,Ayden Heaven,Man Utd,DEF,4.5,3.78,3.57,-0.21,0.18,-0.26,-0.21,-0.04
422,Noussair Mazraoui,Man Utd,DEF,4.5,3.13,3.23,0.1,0.12,0.11,-0.07,0.03
423,Luke Shaw,Man Utd,DEF,4.5,3.63,3.98,0.35,0.1,0.25,0.06,0.11
424,Harry Amass,Man Utd,DEF,4.0,3.0,2.67,-0.33,-0.27,0.24,-0.22,0.01
425,Tyler Fredricson,Man Utd,DEF,4.0,3.3,2.91,-0.39,-0.34,-0.05,-0.1,-0.0
426,Bruno Borges Fernandes,Man Utd,MID,12.0,7.51,7.14,-0.37,-0.32,-0.23,0.03,-0.05
427,Bryan Mbeumo,Man Utd,MID,8.0,5.67,5.92,0.25,0.11,0.21,0.1,-0.02
428,Matheus Santos Carneiro da Cunha,Man Utd,MID,8.0,5.76,5.7,-0.06,-0.16,-0.12,0.14,-0.02
429,Marcus Rashford,Man Utd,MID,7.0,4.97,5.43,0.46,0.23,0.21,0.21,-0.02
430,Mason Mount,Man Utd,MID,5.5,4.56,4.69,0.13,0.06,-0.08,0.05,0.06
431,Amad Diallo,Man Utd,MID,5.9,4.88,4.59,-0.29,-0.09,-0.2,-0.03,-0.11
432,Kobbie Mainoo,Man Utd,MID,5.5,4.53,4.16,-0.37,-0.11,-0.21,-0.24,0.04
433,Manuel Ugarte Ribeiro,Man Utd,MID,5.0,4.32,4.02,-0.3,-0.11,-0.26,-0.05,-0.06
434,Jack Fletcher,Man Utd,MID,5.0,4.17,4.2,0.03,0.07,-0.08,-0.14,0.15
435,Shea Lacey,Man Utd,MID,5.0,4.2,4.07,-0.13,0.13,-0.22,-0.01,-0.14
436,Toby Collyer,Man Utd,MID,5.0,4.12,3.98,-0.14,0.32,-0.07,-0.23,-0.14
437,Bendito Mantato,Man Utd,MID,4.5,3.82,3.63,-0.19,-0.24,-0.29,0.13,-0.01
438,Tyler Fletcher,Man Utd,MID,4.5,4.24,4.54,0.3,0.28,-0.23,0.23,-0.06
439,Benjamin Sesko,Man Utd,FWD,7.0,5.42,5.74,0.32,0.07,0.2,0.24,-0.06
440,Joshua Zirkzee,Man Utd,FWD,5.5,4.19,4.03,-0.16,-0.08,-0.07,-0.08,0.01
441,Chido Obi,Man Utd,FWD,4.5,3.93,4.2,0.27,0.04,0.03,0.13,0.1
405,Nico González Iglesias,Newcastle,MID,5.5,4.32,3.87,-0.45,-0.14,-0.14,-0.15,-0.13
